player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Ryan VandenBussche (RW),Chicago Blackhawks,64,2,5,7,0.11,146,-8,https://www.eliteprospects.com/player/8836/ryan-vandenbussche,2000-01,nhl,Ryan VandenBussche ,RW,FW,0,0
Ladislav Benysek (D),Minnesota Wild,71,2,5,7,0.10,38,-11,https://www.eliteprospects.com/player/3578/ladislav-benysek,2000-01,nhl,Ladislav Benysek ,D,DEF,0,0
Steve Kariya (LW),Vancouver Canucks,17,1,6,7,0.41,8,-1,https://www.eliteprospects.com/player/5974/steve-kariya,2000-01,nhl,Steve Kariya ,LW,FW,0,0
Jim Montgomery (C),San Jose Sharks,28,1,6,7,0.25,19,-1,https://www.eliteprospects.com/player/39284/jim-montgomery,2000-01,nhl,Jim Montgomery ,C,FW,0,0
Peter Popovic (D),Boston Bruins,60,1,6,7,0.12,48,-5,https://www.eliteprospects.com/player/250/peter-popovic,2000-01,nhl,Peter Popovic ,D,DEF,0,0
Jassen Cullimore (D),Tampa Bay Lightning,74,1,6,7,0.09,80,-6,https://www.eliteprospects.com/player/9127/jassen-cullimore,2000-01,nhl,Jassen Cullimore ,D,DEF,0,0
Ben Clymer (RW/D),Tampa Bay Lightning,23,5,1,6,0.26,21,-7,https://www.eliteprospects.com/player/8788/ben-clymer,2000-01,nhl,Ben Clymer ,RW/D,DEF,0,0
Chris Clark (RW),Calgary Flames,29,5,1,6,0.21,38,0,https://www.eliteprospects.com/player/8766/chris-clark,2000-01,nhl,Chris Clark ,RW,FW,0,0
Mike Maneluk (LW),Columbus Blue Jackets,39,5,1,6,0.15,33,-11,https://www.eliteprospects.com/player/10645/mike-maneluk,2000-01,nhl,Mike Maneluk ,LW,FW,0,0
Serge Payer (C),Florida Panthers,43,5,1,6,0.14,21,0,https://www.eliteprospects.com/player/8908/serge-payer,2000-01,nhl,Serge Payer ,C,FW,0,0
Peter Bartos (RW/C),Minnesota Wild,13,4,2,6,0.46,6,2,https://www.eliteprospects.com/player/18375/peter-bartos,2000-01,nhl,Peter Bartos ,RW/C,FW,0,0
John MacLean (RW),totals,30,4,2,6,0.20,17,-2,https://www.eliteprospects.com/player/22482/john-maclean,2000-01,nhl,John MacLean ,RW,FW,0,0
Jarkko Ruutu (LW),Vancouver Canucks,21,3,3,6,0.29,32,1,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2000-01,nhl,Jarkko Ruutu ,LW,FW,0,0
Brendan Witt (D),Washington Capitals,72,3,3,6,0.08,101,2,https://www.eliteprospects.com/player/8831/brendan-witt,2000-01,nhl,Brendan Witt ,D,DEF,0,0
Bryan Helmer (D),Vancouver Canucks,20,2,4,6,0.30,18,0,https://www.eliteprospects.com/player/11481/bryan-helmer,2000-01,nhl,Bryan Helmer ,D,DEF,0,0
Philippe Boucher (D),Los Angeles Kings,22,2,4,6,0.27,20,4,https://www.eliteprospects.com/player/9087/philippe-boucher,2000-01,nhl,Philippe Boucher ,D,DEF,0,0
Greg Classen (C/W),Nashville Predators,27,2,4,6,0.22,14,-1,https://www.eliteprospects.com/player/12472/greg-classen,2000-01,nhl,Greg Classen ,C/W,FW,0,0
Stan Drulia (RW),Tampa Bay Lightning,34,2,4,6,0.18,18,-11,https://www.eliteprospects.com/player/70108/stan-drulia,2000-01,nhl,Stan Drulia ,RW,FW,0,0
Jamie Rivers (D),Ottawa Senators,45,2,4,6,0.13,44,6,https://www.eliteprospects.com/player/8935/jamie-rivers,2000-01,nhl,Jamie Rivers ,D,DEF,0,0
Dan LaCouture (LW),totals,48,2,4,6,0.13,43,-2,https://www.eliteprospects.com/player/8983/dan-lacouture,2000-01,nhl,Dan LaCouture ,LW,FW,0,0
Ken Klee (D),Washington Capitals,54,2,4,6,0.11,60,-5,https://www.eliteprospects.com/player/9016/ken-klee,2000-01,nhl,Ken Klee ,D,DEF,0,0
Éric Lacroix (LW),totals,55,2,4,6,0.11,43,-6,https://www.eliteprospects.com/player/25839/eric-lacroix,2000-01,nhl,Éric Lacroix ,LW,FW,0,0
Steve Martins (C),totals,59,2,4,6,0.10,33,-16,https://www.eliteprospects.com/player/8968/steve-martins,2000-01,nhl,Steve Martins ,C,FW,0,0
Trent Whitfield (C),Washington Capitals,61,2,4,6,0.10,35,3,https://www.eliteprospects.com/player/8823/trent-whitfield,2000-01,nhl,Trent Whitfield ,C,FW,0,0
Stanislav Neckar (D),totals,69,2,4,6,0.09,71,-3,https://www.eliteprospects.com/player/6641/stanislav-neckar,2000-01,nhl,Stanislav Neckar ,D,DEF,0,0
Andrei Nazarov (LW),totals,79,2,4,6,0.08,229,-23,https://www.eliteprospects.com/player/32117/andrei-nazarov,2000-01,nhl,Andrei Nazarov ,LW,FW,0,0
Joe Murphy (RW),Washington Capitals,14,1,5,6,0.43,20,-5,https://www.eliteprospects.com/player/39314/joe-murphy,2000-01,nhl,Joe Murphy ,RW,FW,0,0
Glen Metropolit (C),Washington Capitals,15,1,5,6,0.40,10,-2,https://www.eliteprospects.com/player/3587/glen-metropolit,2000-01,nhl,Glen Metropolit ,C,FW,0,0
Kevin Haller (D),New York Islanders,30,1,5,6,0.20,56,5,https://www.eliteprospects.com/player/54568/kevin-haller,2000-01,nhl,Kevin Haller ,D,DEF,0,0
James Black (C),Washington Capitals,42,1,5,6,0.14,4,-3,https://www.eliteprospects.com/player/28848/james-black,2000-01,nhl,James Black ,C,FW,0,0
Ruslan Salei (D),Mighty Ducks of Anaheim,50,1,5,6,0.12,70,-14,https://www.eliteprospects.com/player/8651/ruslan-salei,2000-01,nhl,Ruslan Salei ,D,DEF,0,0
Reed Low (RW),St. Louis Blues,56,1,5,6,0.11,159,4,https://www.eliteprospects.com/player/10198/reed-low,2000-01,nhl,Reed Low ,RW,FW,0,0
Colin Forbes (C),totals,58,1,5,6,0.10,46,-6,https://www.eliteprospects.com/player/12799/colin-forbes,2000-01,nhl,Colin Forbes ,C,FW,0,0
Francis Bouillon (D),Montréal Canadiens,29,0,6,6,0.21,26,3,https://www.eliteprospects.com/player/5371/francis-bouillon,2000-01,nhl,Francis Bouillon ,D,DEF,0,0
Chris McAlpine (D),Chicago Blackhawks,50,0,6,6,0.12,32,5,https://www.eliteprospects.com/player/25710/chris-mcalpine,2000-01,nhl,Chris McAlpine ,D,DEF,0,0
Todd White (C),Ottawa Senators,16,4,1,5,0.31,4,5,https://www.eliteprospects.com/player/5532/todd-white,2000-01,nhl,Todd White ,C,FW,0,0
Pierre Dagenais (LW),New Jersey Devils,9,3,2,5,0.56,6,1,https://www.eliteprospects.com/player/10254/pierre-dagenais,2000-01,nhl,Pierre Dagenais ,LW,FW,0,0
Xavier Delisle (C),Montréal Canadiens,14,3,2,5,0.36,6,-5,https://www.eliteprospects.com/player/69846/xavier-delisle,2000-01,nhl,Xavier Delisle ,C,FW,0,0
Pyotr Schastlivy (C),Ottawa Senators,17,3,2,5,0.29,6,-1,https://www.eliteprospects.com/player/12245/pyotr-schastlivy,2000-01,nhl,Pyotr Schastlivy ,C,FW,0,0
Steve Kelly (LW),totals,35,3,2,5,0.14,25,0,https://www.eliteprospects.com/player/7115/steve-kelly,2000-01,nhl,Steve Kelly ,LW,FW,0,0
Sylvain Blouin (LW),Minnesota Wild,41,3,2,5,0.12,117,-5,https://www.eliteprospects.com/player/68876/sylvain-blouin,2000-01,nhl,Sylvain Blouin ,LW,FW,0,0
Blake Sloan (D),totals,47,3,2,5,0.11,17,-4,https://www.eliteprospects.com/player/6811/blake-sloan,2000-01,nhl,Blake Sloan ,D,DEF,0,0
Shane Hnidy (D),Ottawa Senators,52,3,2,5,0.10,84,8,https://www.eliteprospects.com/player/8560/shane-hnidy,2000-01,nhl,Shane Hnidy ,D,DEF,0,0
Stu Grimson (LW),Los Angeles Kings,72,3,2,5,0.07,235,-2,https://www.eliteprospects.com/player/43441/stu-grimson,2000-01,nhl,Stu Grimson ,LW,FW,0,0
Sébastien Bordeleau (C),Nashville Predators,14,2,3,5,0.36,14,-4,https://www.eliteprospects.com/player/10820/sebastien-bordeleau,2000-01,nhl,Sébastien Bordeleau ,C,FW,0,0
Brad Tapper (RW),Atlanta Thrashers,16,2,3,5,0.31,6,1,https://www.eliteprospects.com/player/12594/brad-tapper,2000-01,nhl,Brad Tapper ,RW,FW,0,0
Peter Smrek (D),totals,20,2,3,5,0.25,14,2,https://www.eliteprospects.com/player/5869/peter-smrek,2000-01,nhl,Peter Smrek ,D,DEF,0,0
Grant Ledyard (D),totals,22,2,3,5,0.23,16,-2,https://www.eliteprospects.com/player/32197/grant-ledyard,2000-01,nhl,Grant Ledyard ,D,DEF,0,0
Matt Herr (C),Washington Capitals,22,2,3,5,0.23,17,3,https://www.eliteprospects.com/player/67427/matt-herr,2000-01,nhl,Matt Herr ,C,FW,0,0
Gino Odjick (LW),totals,30,2,3,5,0.17,72,0,https://www.eliteprospects.com/player/25424/gino-odjick,2000-01,nhl,Gino Odjick ,LW,FW,0,0
Steve Poapst (D),Chicago Blackhawks,36,2,3,5,0.14,12,3,https://www.eliteprospects.com/player/8916/steve-poapst,2000-01,nhl,Steve Poapst ,D,DEF,0,0
Niclas Wallin (D),Carolina Hurricanes,37,2,3,5,0.14,21,-11,https://www.eliteprospects.com/player/745/niclas-wallin,2000-01,nhl,Niclas Wallin ,D,DEF,0,0
Shawn Bates (C),Boston Bruins,45,2,3,5,0.11,26,-12,https://www.eliteprospects.com/player/9075/shawn-bates,2000-01,nhl,Shawn Bates ,C,FW,0,0
Arron Asham (RW),Montréal Canadiens,46,2,3,5,0.11,59,-9,https://www.eliteprospects.com/player/8791/arron-asham,2000-01,nhl,Arron Asham ,RW,FW,0,0
Sean Brown (D),Edmonton Oilers,62,2,3,5,0.08,110,2,https://www.eliteprospects.com/player/9100/sean-brown,2000-01,nhl,Sean Brown ,D,DEF,0,0
Scott Parker (RW),Colorado Avalanche,69,2,3,5,0.07,155,-2,https://www.eliteprospects.com/player/8904/scott-parker,2000-01,nhl,Scott Parker ,RW,FW,0,0
Michel Picard (LW),Philadelphia Flyers,7,1,4,5,0.71,0,6,https://www.eliteprospects.com/player/1800/michel-picard,2000-01,nhl,Michel Picard ,LW,FW,0,0
Mike Commodore (D),New Jersey Devils,20,1,4,5,0.25,14,5,https://www.eliteprospects.com/player/9119/mike-commodore,2000-01,nhl,Mike Commodore ,D,DEF,0,0
Michal Rozsíval (D),Pittsburgh Penguins,30,1,4,5,0.17,26,3,https://www.eliteprospects.com/player/8687/michal-rozsival,2000-01,nhl,Michal Rozsíval ,D,DEF,0,0
Brad Werenka (D),Calgary Flames,33,1,4,5,0.15,16,-3,https://www.eliteprospects.com/player/68669/brad-werenka,2000-01,nhl,Brad Werenka ,D,DEF,0,0
Krzysztof Oliwa (LW),totals,36,1,4,5,0.14,165,-3,https://www.eliteprospects.com/player/2660/krzysztof-oliwa,2000-01,nhl,Krzysztof Oliwa ,LW,FW,0,0
Marc Bergevin (D),totals,38,1,4,5,0.13,26,6,https://www.eliteprospects.com/player/31935/marc-bergevin,2000-01,nhl,Marc Bergevin ,D,DEF,0,0
Todd Simpson (D),totals,38,1,4,5,0.13,86,-4,https://www.eliteprospects.com/player/8712/todd-simpson,2000-01,nhl,Todd Simpson ,D,DEF,0,0
Johan Witehall (LW),totals,41,1,4,5,0.12,14,-5,https://www.eliteprospects.com/player/748/johan-witehall,2000-01,nhl,Johan Witehall ,LW,FW,0,0
Branislav Mezei (D),New York Islanders,42,1,4,5,0.12,53,-5,https://www.eliteprospects.com/player/8653/branislav-mezei,2000-01,nhl,Branislav Mezei ,D,DEF,0,0
Chris Joseph (D),totals,43,1,4,5,0.12,36,-11,https://www.eliteprospects.com/player/54404/chris-joseph,2000-01,nhl,Chris Joseph ,D,DEF,0,0
Tomas Kloucek (D),New York Rangers,43,1,4,5,0.12,74,-3,https://www.eliteprospects.com/player/9686/tomas-kloucek,2000-01,nhl,Tomas Kloucek ,D,DEF,0,0
Jason Strudwick (D),Vancouver Canucks,60,1,4,5,0.08,64,16,https://www.eliteprospects.com/player/8753/jason-strudwick,2000-01,nhl,Jason Strudwick ,D,DEF,0,0
Jean-Luc Grand-Pierre (D),Columbus Blue Jackets,64,1,4,5,0.08,73,-6,https://www.eliteprospects.com/player/5521/jean-luc-grand-pierre,2000-01,nhl,Jean-Luc Grand-Pierre ,D,DEF,0,0
Maxim Galanov (D),Tampa Bay Lightning,25,0,5,5,0.20,8,-5,https://www.eliteprospects.com/player/19104/maxim-galanov,2000-01,nhl,Maxim Galanov ,D,DEF,0,0
Steve McCarthy (D),Chicago Blackhawks,44,0,5,5,0.11,8,-7,https://www.eliteprospects.com/player/8568/steve-mccarthy,2000-01,nhl,Steve McCarthy ,D,DEF,0,0
Sheldon Keefe (RW),Tampa Bay Lightning,49,4,0,4,0.08,38,-13,https://www.eliteprospects.com/player/22836/sheldon-keefe,2000-01,nhl,Sheldon Keefe ,RW,FW,0,0
Reto von Arx (C),Chicago Blackhawks,19,3,1,4,0.21,4,-4,https://www.eliteprospects.com/player/10822/reto-von-arx,2000-01,nhl,Reto von Arx ,C,FW,0,0
Ville Peltonen (LW),Nashville Predators,23,3,1,4,0.17,2,-7,https://www.eliteprospects.com/player/1696/ville-peltonen,2000-01,nhl,Ville Peltonen ,LW,FW,0,0
Scott Thomas (RW),Los Angeles Kings,24,3,1,4,0.17,9,0,https://www.eliteprospects.com/player/68483/scott-thomas,2000-01,nhl,Scott Thomas ,RW,FW,0,0
Joey Tetarenko (RW),Florida Panthers,29,3,1,4,0.14,44,-1,https://www.eliteprospects.com/player/68941/joey-tetarenko,2000-01,nhl,Joey Tetarenko ,RW,FW,0,0
Kristian Kudroc (D),Tampa Bay Lightning,22,2,2,4,0.18,36,0,https://www.eliteprospects.com/player/5527/kristian-kudroc,2000-01,nhl,Kristian Kudroc ,D,DEF,0,0
Ken Belanger (LW),Boston Bruins,40,2,2,4,0.10,121,-6,https://www.eliteprospects.com/player/67105/ken-belanger,2000-01,nhl,Ken Belanger ,LW,FW,0,0
Mark Smith (C),San Jose Sharks,42,2,2,4,0.10,51,2,https://www.eliteprospects.com/player/8884/mark-smith,2000-01,nhl,Mark Smith ,C,FW,0,0
Eric Cairns (D),New York Islanders,45,2,2,4,0.09,106,-18,https://www.eliteprospects.com/player/8751/eric-cairns,2000-01,nhl,Eric Cairns ,D,DEF,0,0
John Emmons (C),totals,53,2,2,4,0.08,42,-5,https://www.eliteprospects.com/player/52897/john-emmons,2000-01,nhl,John Emmons ,C,FW,0,0
Jim McKenzie (LW),New Jersey Devils,53,2,2,4,0.08,119,0,https://www.eliteprospects.com/player/67133/jim-mckenzie,2000-01,nhl,Jim McKenzie ,LW,FW,0,0
Chris McAllister (D),Philadelphia Flyers,60,2,2,4,0.07,124,1,https://www.eliteprospects.com/player/12803/chris-mcallister,2000-01,nhl,Chris McAllister ,D,DEF,0,0
Tomas Vlasak (LW/RW),Los Angeles Kings,10,1,3,4,0.40,2,4,https://www.eliteprospects.com/player/10455/tomas-vlasak,2000-01,nhl,Tomas Vlasak ,LW/RW,FW,0,0
Éric Chouinard (W/C),Montréal Canadiens,13,1,3,4,0.31,0,0,https://www.eliteprospects.com/player/8707/eric-chouinard,2000-01,nhl,Éric Chouinard ,W/C,FW,0,0
Benoît Gratton (C),Calgary Flames,14,1,3,4,0.29,14,0,https://www.eliteprospects.com/player/13960/benoit-gratton,2000-01,nhl,Benoît Gratton ,C,FW,0,0
Cameron Mann (RW),Boston Bruins,15,1,3,4,0.27,6,0,https://www.eliteprospects.com/player/14812/cameron-mann,2000-01,nhl,Cameron Mann ,RW,FW,0,0
Andrei Skopintsev (D),Atlanta Thrashers,17,1,3,4,0.24,16,-7,https://www.eliteprospects.com/player/18535/andrei-skopintsev,2000-01,nhl,Andrei Skopintsev ,D,DEF,0,0
Petr Svoboda (D),Tampa Bay Lightning,19,1,3,4,0.21,41,-4,https://www.eliteprospects.com/player/68048/petr-svoboda,2000-01,nhl,Petr Svoboda ,D,DEF,0,0
Pavel Patera (C),Minnesota Wild,20,1,3,4,0.20,4,-8,https://www.eliteprospects.com/player/1601/pavel-patera,2000-01,nhl,Pavel Patera ,C,FW,0,0
Ron Sutter (C),Calgary Flames,21,1,3,4,0.19,12,4,https://www.eliteprospects.com/player/29015/ron-sutter,2000-01,nhl,Ron Sutter ,C,FW,0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,22,1,3,4,0.18,14,-1,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2000-01,nhl,Alexei Ponikarovsky ,LW,FW,0,0
Jamie Allison (D),Chicago Blackhawks,44,1,3,4,0.09,53,7,https://www.eliteprospects.com/player/9063/jamie-allison,2000-01,nhl,Jamie Allison ,D,DEF,0,0
Brad Brown (D),New York Rangers,48,1,3,4,0.08,107,0,https://www.eliteprospects.com/player/11823/brad-brown,2000-01,nhl,Brad Brown ,D,DEF,0,0
Dwayne Hay (LW),Calgary Flames,49,1,3,4,0.08,16,-4,https://www.eliteprospects.com/player/14738/dwayne-hay,2000-01,nhl,Dwayne Hay ,LW,FW,0,0
Bob Boughner (D),Pittsburgh Penguins,58,1,3,4,0.07,147,18,https://www.eliteprospects.com/player/53885/bob-boughner,2000-01,nhl,Bob Boughner ,D,DEF,0,0
Robyn Regehr (D),Calgary Flames,71,1,3,4,0.06,70,-7,https://www.eliteprospects.com/player/8913/robyn-regehr,2000-01,nhl,Robyn Regehr ,D,DEF,0,0
Darren Rumble (D),St. Louis Blues,12,0,4,4,0.33,27,7,https://www.eliteprospects.com/player/54427/darren-rumble,2000-01,nhl,Darren Rumble ,D,DEF,0,0
Paul Coffey (D),Boston Bruins,18,0,4,4,0.22,30,-6,https://www.eliteprospects.com/player/21321/paul-coffey,2000-01,nhl,Paul Coffey ,D,DEF,0,0
Rick Berry (D),Colorado Avalanche,19,0,4,4,0.21,38,5,https://www.eliteprospects.com/player/11494/rick-berry,2000-01,nhl,Rick Berry ,D,DEF,0,0
Rob Zettler (D),Washington Capitals,29,0,4,4,0.14,55,0,https://www.eliteprospects.com/player/55333/rob-zettler,2000-01,nhl,Rob Zettler ,D,DEF,0,0
Jonas Rönnqvist (C),Mighty Ducks of Anaheim,38,0,4,4,0.11,14,-7,https://www.eliteprospects.com/player/510/jonas-ronnqvist,2000-01,nhl,Jonas Rönnqvist ,C,FW,0,0
Ken Daneyko (D),New Jersey Devils,77,0,4,4,0.05,87,8,https://www.eliteprospects.com/player/31973/ken-daneyko,2000-01,nhl,Ken Daneyko ,D,DEF,0,0
Jeff Ulmer (C/W),New York Rangers,21,3,0,3,0.14,8,-6,https://www.eliteprospects.com/player/3733/jeff-ulmer,2000-01,nhl,Jeff Ulmer ,C/W,FW,0,0
Reid Simpson (LW),St. Louis Blues,38,2,1,3,0.08,96,-3,https://www.eliteprospects.com/player/64714/reid-simpson,2000-01,nhl,Reid Simpson ,LW,FW,0,0
Derek Plante (C),Philadelphia Flyers,12,1,2,3,0.25,4,0,https://www.eliteprospects.com/player/29296/derek-plante,2000-01,nhl,Derek Plante ,C,FW,0,0
Sven Butenschön (D),totals,12,1,2,3,0.25,4,3,https://www.eliteprospects.com/player/8740/sven-butenschon,2000-01,nhl,Sven Butenschön ,D,DEF,0,0
Petr Svoboda (D),Toronto Maple Leafs,18,1,2,3,0.17,10,-5,https://www.eliteprospects.com/player/43320/petr-svoboda,2000-01,nhl,Petr Svoboda ,D,DEF,0,0
Blair Atcheynum (RW),Chicago Blackhawks,19,1,2,3,0.16,2,-7,https://www.eliteprospects.com/player/69451/blair-atcheynum,2000-01,nhl,Blair Atcheynum ,RW,FW,0,0
Jarrod Skalde (C),Atlanta Thrashers,19,1,2,3,0.16,20,-8,https://www.eliteprospects.com/player/6812/jarrod-skalde,2000-01,nhl,Jarrod Skalde ,C,FW,0,0
Vladimir Chebaturkin (D),St. Louis Blues,22,1,2,3,0.14,26,5,https://www.eliteprospects.com/player/19682/vladimir-chebaturkin,2000-01,nhl,Vladimir Chebaturkin ,D,DEF,0,0
Sergei Vyshedkevich (D),Atlanta Thrashers,23,1,2,3,0.13,14,-7,https://www.eliteprospects.com/player/18541/sergei-vyshedkevich,2000-01,nhl,Sergei Vyshedkevich ,D,DEF,0,0
Maxim Kuznetsov (D),Detroit Red Wings,25,1,2,3,0.12,23,-1,https://www.eliteprospects.com/player/20554/maxim-kuznetsov,2000-01,nhl,Maxim Kuznetsov ,D,DEF,0,0
Paul Laus (D),Florida Panthers,25,1,2,3,0.12,66,5,https://www.eliteprospects.com/player/41684/paul-laus,2000-01,nhl,Paul Laus ,D,DEF,0,0
Craig Rivet (D),Montréal Canadiens,26,1,2,3,0.12,36,-8,https://www.eliteprospects.com/player/8719/craig-rivet,2000-01,nhl,Craig Rivet ,D,DEF,0,0
Brett Clark (D),Atlanta Thrashers,28,1,2,3,0.11,14,-12,https://www.eliteprospects.com/player/9113/brett-clark,2000-01,nhl,Brett Clark ,D,DEF,0,0
Billy Tibbetts (RW),Pittsburgh Penguins,29,1,2,3,0.10,79,-2,https://www.eliteprospects.com/player/10456/billy-tibbetts,2000-01,nhl,Billy Tibbetts ,RW,FW,0,0
Joël Bouchard (D),Phoenix Coyotes,32,1,2,3,0.09,22,-8,https://www.eliteprospects.com/player/9085/joel-bouchard,2000-01,nhl,Joël Bouchard ,D,DEF,0,0
Eric Boulton (LW),Buffalo Sabres,35,1,2,3,0.09,94,-1,https://www.eliteprospects.com/player/8556/eric-boulton,2000-01,nhl,Eric Boulton ,LW,FW,0,0
Nolan Pratt (D),Colorado Avalanche,46,1,2,3,0.07,40,2,https://www.eliteprospects.com/player/8747/nolan-pratt,2000-01,nhl,Nolan Pratt ,D,DEF,0,0
Sami Helenius (D),Dallas Stars,57,1,2,3,0.05,99,1,https://www.eliteprospects.com/player/2663/sami-helenius,2000-01,nhl,Sami Helenius ,D,DEF,0,0
John Jakopin (D),Florida Panthers,60,1,2,3,0.05,62,-4,https://www.eliteprospects.com/player/41648/john-jakopin,2000-01,nhl,John Jakopin ,D,DEF,0,0
Lance Pitlick (D),Florida Panthers,68,1,2,3,0.04,42,-5,https://www.eliteprospects.com/player/30940/lance-pitlick,2000-01,nhl,Lance Pitlick ,D,DEF,0,0
Jason Williams (RW/C),Detroit Red Wings,5,0,3,3,0.60,2,1,https://www.eliteprospects.com/player/8713/jason-williams,2000-01,nhl,Jason Williams ,RW/C,FW,0,0
Jason Krog (C),New York Islanders,9,0,3,3,0.33,0,4,https://www.eliteprospects.com/player/7305/jason-krog,2000-01,nhl,Jason Krog ,C,FW,0,0
Jan Caloun (RW),Columbus Blue Jackets,11,0,3,3,0.27,2,-8,https://www.eliteprospects.com/player/3574/jan-caloun,2000-01,nhl,Jan Caloun ,RW,FW,0,0
Terry Yake (C),Washington Capitals,12,0,3,3,0.25,8,0,https://www.eliteprospects.com/player/10908/terry-yake,2000-01,nhl,Terry Yake ,C,FW,0,0
Josef Marha (C/D),Chicago Blackhawks,15,0,3,3,0.20,6,-4,https://www.eliteprospects.com/player/10824/josef-marha,2000-01,nhl,Josef Marha ,C/D,DEF,0,0
Jon Sim (LW),Dallas Stars,15,0,3,3,0.20,6,-2,https://www.eliteprospects.com/player/8563/jon-sim,2000-01,nhl,Jon Sim ,LW,FW,0,0
Andrei Bashkirov (LW),Montréal Canadiens,18,0,3,3,0.17,0,-2,https://www.eliteprospects.com/player/16743/andrei-bashkirov,2000-01,nhl,Andrei Bashkirov ,LW,FW,0,0
Mike Mottau (D),New York Rangers,18,0,3,3,0.17,13,-6,https://www.eliteprospects.com/player/13951/mike-mottau,2000-01,nhl,Mike Mottau ,D,DEF,0,0
Bryan Muir (D),totals,18,0,3,3,0.17,19,-7,https://www.eliteprospects.com/player/4317/bryan-muir,2000-01,nhl,Bryan Muir ,D,DEF,0,0
Chris Chelios (D),Detroit Red Wings,24,0,3,3,0.13,45,4,https://www.eliteprospects.com/player/9112/chris-chelios,2000-01,nhl,Chris Chelios ,D,DEF,0,0
Steve Maltais (LW),Columbus Blue Jackets,26,0,3,3,0.12,12,-9,https://www.eliteprospects.com/player/32120/steve-maltais,2000-01,nhl,Steve Maltais ,LW,FW,0,0
Christian Laflamme (D),Montréal Canadiens,39,0,3,3,0.08,42,-11,https://www.eliteprospects.com/player/13639/christian-laflamme,2000-01,nhl,Christian Laflamme ,D,DEF,0,0
Craig Berube (LW),totals,60,0,3,3,0.05,72,-8,https://www.eliteprospects.com/player/31936/craig-berube,2000-01,nhl,Craig Berube ,LW,FW,0,0
Ivan Ciernik (RW),Ottawa Senators,4,2,0,2,0.50,2,2,https://www.eliteprospects.com/player/12449/ivan-ciernik,2000-01,nhl,Ivan Ciernik ,RW,FW,0,0
Pascal Rhéaume (C/LW),St. Louis Blues,8,2,0,2,0.25,5,-1,https://www.eliteprospects.com/player/9743/pascal-rheaume,2000-01,nhl,Pascal Rhéaume ,C/LW,FW,0,0
Rostislav Klesla (D),Columbus Blue Jackets,8,2,0,2,0.25,6,-1,https://www.eliteprospects.com/player/8622/rostislav-klesla,2000-01,nhl,Rostislav Klesla ,D,DEF,0,0
Lee Goren (RW),Boston Bruins,21,2,0,2,0.10,7,-3,https://www.eliteprospects.com/player/11031/lee-goren,2000-01,nhl,Lee Goren ,RW,FW,0,0
Matthieu Descôteaux (D),Montréal Canadiens,5,1,1,2,0.40,4,-2,https://www.eliteprospects.com/player/3600/matthieu-descoteaux,2000-01,nhl,Matthieu Descôteaux ,D,DEF,0,0
Mark Greig (RW),Philadelphia Flyers,7,1,1,2,0.29,4,-2,https://www.eliteprospects.com/player/54582/mark-greig,2000-01,nhl,Mark Greig ,RW,FW,0,0
Dmitri Afanasenkov (LW),Tampa Bay Lightning,9,1,1,2,0.22,4,1,https://www.eliteprospects.com/player/8634/dmitri-afanasenkov,2000-01,nhl,Dmitri Afanasenkov ,LW,FW,0,0
Antti Aalto (C),Mighty Ducks of Anaheim,12,1,1,2,0.17,2,1,https://www.eliteprospects.com/player/2703/antti-aalto,2000-01,nhl,Antti Aalto ,C,FW,0,0
Yuri Butsayev (RW),Detroit Red Wings,15,1,1,2,0.13,4,-2,https://www.eliteprospects.com/player/18507/yuri-butsayev,2000-01,nhl,Yuri Butsayev ,RW,FW,0,0
Kaspars Astasenko (D),Tampa Bay Lightning,15,1,1,2,0.13,4,-4,https://www.eliteprospects.com/player/8476/kaspars-astasenko,2000-01,nhl,Kaspars Astasenko ,D,DEF,0,0
Brian Swanson (C),Edmonton Oilers,16,1,1,2,0.13,6,-1,https://www.eliteprospects.com/player/13642/brian-swanson,2000-01,nhl,Brian Swanson ,C,FW,0,0
Mike Watt (C),Nashville Predators,18,1,1,2,0.11,8,-2,https://www.eliteprospects.com/player/6448/mike-watt,2000-01,nhl,Mike Watt ,C,FW,0,0
Craig Millar (D),totals,21,1,1,2,0.10,16,-7,https://www.eliteprospects.com/player/52896/craig-millar,2000-01,nhl,Craig Millar ,D,DEF,0,0
Bobby Dollas (D),totals,21,1,1,2,0.10,18,4,https://www.eliteprospects.com/player/41317/bobby-dollas,2000-01,nhl,Bobby Dollas ,D,DEF,0,0
Matt Bradley (RW/LW),San Jose Sharks,21,1,1,2,0.10,19,0,https://www.eliteprospects.com/player/9093/matt-bradley,2000-01,nhl,Matt Bradley ,RW/LW,FW,0,0
Antti-Jussi Niemi (D),Mighty Ducks of Anaheim,28,1,1,2,0.07,22,-6,https://www.eliteprospects.com/player/2569/antti-jussi-niemi,2000-01,nhl,Antti-Jussi Niemi ,D,DEF,0,0
Wade Belak (RW/D),totals,39,1,1,2,0.05,110,-6,https://www.eliteprospects.com/player/8749/wade-belak,2000-01,nhl,Wade Belak ,RW/D,DEF,0,0
