player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Brian Campbell (D),Buffalo Sabres,8,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/8565/brian-campbell,2000-01,nhl,Brian Campbell ,D,DEF,0,0
Keith Jones (RW),Philadelphia Flyers,8,0,0,0,0.00,4,-5,https://www.eliteprospects.com/player/53544/keith-jones,2000-01,nhl,Keith Jones ,RW,FW,0,0
Nolan Baumgartner (D),Chicago Blackhawks,8,0,0,0,0.00,6,-4,https://www.eliteprospects.com/player/8858/nolan-baumgartner,2000-01,nhl,Nolan Baumgartner ,D,DEF,0,0
Yevgeni Korolyov (D),New York Islanders,8,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/18742/yevgeni-korolyov,2000-01,nhl,Yevgeni Korolyov ,D,DEF,0,0
Alexander V. Boikov (D),Nashville Predators,8,0,0,0,0.00,13,-1,https://www.eliteprospects.com/player/18449/alexander-v.-boikov,2000-01,nhl,Alexander V. Boikov ,D,DEF,0,0
Brad Larsen (LW),Colorado Avalanche,9,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/8561/brad-larsen,2000-01,nhl,Brad Larsen ,LW,FW,0,0
Mathieu Darche (LW),Columbus Blue Jackets,9,0,0,0,0.00,0,-4,https://www.eliteprospects.com/player/10621/mathieu-darche,2000-01,nhl,Mathieu Darche ,LW,FW,0,0
Matt Pettinger (LW),Washington Capitals,10,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/8769/matt-pettinger,2000-01,nhl,Matt Pettinger ,LW,FW,0,0
Pavel Kolarik (D),Boston Bruins,10,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/18317/pavel-kolarik,2000-01,nhl,Pavel Kolarik ,D,DEF,0,0
Francis Bélanger (LW),Montréal Canadiens,10,0,0,0,0.00,29,-3,https://www.eliteprospects.com/player/41631/francis-belanger,2000-01,nhl,Francis Bélanger ,LW,FW,0,0
Sascha Goc (D),New Jersey Devils,11,0,0,0,0.00,4,7,https://www.eliteprospects.com/player/10699/sascha-goc,2000-01,nhl,Sascha Goc ,D,DEF,0,0
Robert Petrovicky (C),New York Islanders,11,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/1916/robert-petrovicky,2000-01,nhl,Robert Petrovicky ,C,FW,0,0
Darcy Hordichuk (LW),Atlanta Thrashers,11,0,0,0,0.00,38,-3,https://www.eliteprospects.com/player/9056/darcy-hordichuk,2000-01,nhl,Darcy Hordichuk ,LW,FW,0,0
Jesse Bélanger (C),New York Islanders,12,0,0,0,0.00,2,-5,https://www.eliteprospects.com/player/10905/jesse-belanger,2000-01,nhl,Jesse Bélanger ,C,FW,0,0
Jason Ward (RW),Montréal Canadiens,12,0,0,0,0.00,12,3,https://www.eliteprospects.com/player/8807/jason-ward,2000-01,nhl,Jason Ward ,RW,FW,0,0
Jay Henderson (LW),Boston Bruins,13,0,0,0,0.00,26,-1,https://www.eliteprospects.com/player/13515/jay-henderson,2000-01,nhl,Jay Henderson ,LW,FW,0,0
Gerald Diduck (D),Dallas Stars,14,0,0,0,0.00,18,4,https://www.eliteprospects.com/player/31684/gerald-diduck,2000-01,nhl,Gerald Diduck ,D,DEF,0,0
Ric Jackman (D),Dallas Stars,16,0,0,0,0.00,18,-6,https://www.eliteprospects.com/player/4485/ric-jackman,2000-01,nhl,Ric Jackman ,D,DEF,0,0
Brantt Myhres (RW),totals,25,0,0,0,0.00,57,-5,https://www.eliteprospects.com/player/67361/brantt-myhres,2000-01,nhl,Brantt Myhres ,RW,FW,0,0
Dan Trebil (D),totals,26,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/1020/dan-trebil,2000-01,nhl,Dan Trebil ,D,DEF,0,0
Mark Janssens (C),Chicago Blackhawks,28,0,0,0,0.00,33,-8,https://www.eliteprospects.com/player/52968/mark-janssens,2000-01,nhl,Mark Janssens ,C,FW,0,0
Louie DeBrusk (LW),Phoenix Coyotes,39,0,0,0,0.00,79,-5,https://www.eliteprospects.com/player/69393/louie-debrusk,2000-01,nhl,Louie DeBrusk ,LW,FW,0,0
