player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Murray Baron (D),Vancouver Canucks,78,2,4,6,0.08,62,13,https://www.eliteprospects.com/player/70103/murray-baron,2002-03,nhl,Murray Baron,D,DEF,0,0.0,0
Reed Low (RW),St. Louis Blues,79,2,4,6,0.08,234,3,https://www.eliteprospects.com/player/10198/reed-low,2002-03,nhl,Reed Low,RW,FW,0,0.0,0
Bill Houlder (D),Nashville Predators,82,2,4,6,0.07,46,-2,https://www.eliteprospects.com/player/67298/bill-houlder,2002-03,nhl,Bill Houlder,D,DEF,0,0.0,0
Jiri Fischer (D),Detroit Red Wings,15,1,5,6,0.40,16,0,https://www.eliteprospects.com/player/8616/jiri-fischer,2002-03,nhl,Jiri Fischer,D,DEF,0,0.0,0
Jiri Dopita (C),Edmonton Oilers,21,1,5,6,0.29,11,-4,https://www.eliteprospects.com/player/10873/jiri-dopita,2002-03,nhl,Jiri Dopita,C,FW,0,0.0,0
Darby Hendrickson (C),Minnesota Wild,28,1,5,6,0.21,8,-3,https://www.eliteprospects.com/player/23275/darby-hendrickson,2002-03,nhl,Darby Hendrickson,C,FW,0,0.0,0
Joe Sacco (RW),Philadelphia Flyers,34,1,5,6,0.18,20,0,https://www.eliteprospects.com/player/51691/joe-sacco,2002-03,nhl,Joe Sacco,RW,FW,0,0.0,0
Jason Marshall (D),Minnesota Wild,45,1,5,6,0.13,69,4,https://www.eliteprospects.com/player/8533/jason-marshall,2002-03,nhl,Jason Marshall,D,DEF,0,0.0,0
Aaron Miller (D),Los Angeles Kings,49,1,5,6,0.12,24,-7,https://www.eliteprospects.com/player/8980/aaron-miller,2002-03,nhl,Aaron Miller,D,DEF,0,0.0,0
Kirk Muller (C),Dallas Stars,55,1,5,6,0.11,18,-6,https://www.eliteprospects.com/player/22413/kirk-muller,2002-03,nhl,Kirk Muller,C,FW,0,0.0,0
Eric Boulton (LW),Buffalo Sabres,58,1,5,6,0.10,178,1,https://www.eliteprospects.com/player/8556/eric-boulton,2002-03,nhl,Eric Boulton,LW,FW,0,0.0,0
Todd Fedoruk (LW),Philadelphia Flyers,63,1,5,6,0.10,105,1,https://www.eliteprospects.com/player/8528/todd-fedoruk,2002-03,nhl,Todd Fedoruk,LW,FW,0,0.0,0
Richard Matvichuk (D),Dallas Stars,68,1,5,6,0.09,58,1,https://www.eliteprospects.com/player/8970/richard-matvichuk,2002-03,nhl,Richard Matvichuk,D,DEF,0,0.0,0
Sean Brown (D),Boston Bruins,69,1,5,6,0.09,117,-6,https://www.eliteprospects.com/player/9100/sean-brown,2002-03,nhl,Sean Brown,D,DEF,0,0.0,0
Jeff Jillson (D),San Jose Sharks,26,0,6,6,0.23,9,-7,https://www.eliteprospects.com/player/9030/jeff-jillson,2002-03,nhl,Jeff Jillson,D,DEF,0,0.0,0
Steve Dubinsky (C),St. Louis Blues,28,0,6,6,0.21,4,3,https://www.eliteprospects.com/player/25895/steve-dubinsky,2002-03,nhl,Steve Dubinsky,C,FW,0,0.0,0
Mattias Norström (D),Los Angeles Kings,82,0,6,6,0.07,49,0,https://www.eliteprospects.com/player/750/mattias-norstrom,2002-03,nhl,Mattias Norström,D,DEF,0,0.0,0
Igor Radulov (LW),Chicago Blackhawks,7,5,0,5,0.71,4,-3,https://www.eliteprospects.com/player/12250/igor-radulov,2002-03,nhl,Igor Radulov,LW,FW,0,0.0,0
Chris Herperger (C),Atlanta Thrashers,27,4,1,5,0.19,7,-11,https://www.eliteprospects.com/player/10829/chris-herperger,2002-03,nhl,Chris Herperger,C,FW,0,0.0,0
Kamil Piros (C/W),Atlanta Thrashers,3,3,2,5,1.67,2,4,https://www.eliteprospects.com/player/10845/kamil-piros,2002-03,nhl,Kamil Piros,C/W,FW,0,0.0,0
Jason Ward (RW),Montréal Canadiens,8,3,2,5,0.63,0,3,https://www.eliteprospects.com/player/8807/jason-ward,2002-03,nhl,Jason Ward,RW,FW,0,0.0,0
Tomas Kurka (LW/RW),Carolina Hurricanes,14,3,2,5,0.36,2,1,https://www.eliteprospects.com/player/7503/tomas-kurka,2002-03,nhl,Tomas Kurka,LW/RW,FW,0,0.0,0
David Ling (RW/C),Columbus Blue Jackets,35,3,2,5,0.14,86,-6,https://www.eliteprospects.com/player/13407/david-ling,2002-03,nhl,David Ling,RW/C,FW,0,0.0,0
Stéphane Veilleux (LW),Minnesota Wild,38,3,2,5,0.13,23,-6,https://www.eliteprospects.com/player/8839/stephane-veilleux,2002-03,nhl,Stéphane Veilleux,LW,FW,0,0.0,0
Alexei Smirnov (LW),Mighty Ducks of Anaheim,44,3,2,5,0.11,18,-1,https://www.eliteprospects.com/player/9555/alexei-smirnov,2002-03,nhl,Alexei Smirnov,LW,FW,0,0.0,0
Lance Ward (D),totals,65,3,2,5,0.08,121,-6,https://www.eliteprospects.com/player/8289/lance-ward,2002-03,nhl,Lance Ward,D,DEF,0,0.0,0
Brandon Reid (C),Vancouver Canucks,7,2,3,5,0.71,0,4,https://www.eliteprospects.com/player/9526/brandon-reid,2002-03,nhl,Brandon Reid,C,FW,0,0.0,0
Steve Kelly (LW),Los Angeles Kings,15,2,3,5,0.33,0,-6,https://www.eliteprospects.com/player/7115/steve-kelly,2002-03,nhl,Steve Kelly,LW,FW,0,0.0,0
Glen Metropolit (C),Washington Capitals,23,2,3,5,0.22,6,4,https://www.eliteprospects.com/player/3587/glen-metropolit,2002-03,nhl,Glen Metropolit,C,FW,0,0.0,0
Matt Bradley (RW/LW),San Jose Sharks,46,2,3,5,0.11,37,-1,https://www.eliteprospects.com/player/9093/matt-bradley,2002-03,nhl,Matt Bradley,RW/LW,FW,0,0.0,0
Jason Strudwick (D),Chicago Blackhawks,48,2,3,5,0.10,87,-4,https://www.eliteprospects.com/player/8753/jason-strudwick,2002-03,nhl,Jason Strudwick,D,DEF,0,0.0,0
Peter Worrell (LW),Florida Panthers,63,2,3,5,0.08,193,-14,https://www.eliteprospects.com/player/69474/peter-worrell,2002-03,nhl,Peter Worrell,LW,FW,0,0.0,0
Jason Botterill (LW),Buffalo Sabres,17,1,4,5,0.29,14,1,https://www.eliteprospects.com/player/67425/jason-botterill,2002-03,nhl,Jason Botterill,LW,FW,0,0.0,0
Harold Druken (C),totals,22,1,4,5,0.23,4,-1,https://www.eliteprospects.com/player/38451/harold-druken,2002-03,nhl,Harold Druken,C,FW,0,0.0,0
Andreas Salomonsson (LW),Washington Capitals,32,1,4,5,0.16,14,-1,https://www.eliteprospects.com/player/753/andreas-salomonsson,2002-03,nhl,Andreas Salomonsson,LW,FW,0,0.0,0
Dan Bylsma (RW),Mighty Ducks of Anaheim,39,1,4,5,0.13,12,-1,https://www.eliteprospects.com/player/32585/dan-bylsma,2002-03,nhl,Dan Bylsma,RW,FW,0,0.0,0
Scott Pellerin (LW),totals,43,1,4,5,0.12,16,-8,https://www.eliteprospects.com/player/39224/scott-pellerin,2002-03,nhl,Scott Pellerin,LW,FW,0,0.0,0
Josh Green (C/LW),totals,45,1,4,5,0.11,21,-3,https://www.eliteprospects.com/player/10223/josh-green,2002-03,nhl,Josh Green,C/LW,FW,0,0.0,0
Steve McCarthy (D),Chicago Blackhawks,57,1,4,5,0.09,23,-1,https://www.eliteprospects.com/player/8568/steve-mccarthy,2002-03,nhl,Steve McCarthy,D,DEF,0,0.0,0
Eric Cairns (D),New York Islanders,60,1,4,5,0.08,124,-7,https://www.eliteprospects.com/player/8751/eric-cairns,2002-03,nhl,Eric Cairns,D,DEF,0,0.0,0
Hans Jonsson (D),Pittsburgh Penguins,63,1,4,5,0.08,36,-23,https://www.eliteprospects.com/player/715/hans-jonsson,2002-03,nhl,Hans Jonsson,D,DEF,0,0.0,0
Karl Dykhuis (D),Montréal Canadiens,65,1,4,5,0.08,34,-5,https://www.eliteprospects.com/player/54584/karl-dykhuis,2002-03,nhl,Karl Dykhuis,D,DEF,0,0.0,0
Jody Shelley (LW),Columbus Blue Jackets,68,1,4,5,0.07,249,-5,https://www.eliteprospects.com/player/8722/jody-shelley,2002-03,nhl,Jody Shelley,LW,FW,0,0.0,0
Stanislav Neckar (D),Tampa Bay Lightning,70,1,4,5,0.07,43,-6,https://www.eliteprospects.com/player/6641/stanislav-neckar,2002-03,nhl,Stanislav Neckar,D,DEF,0,0.0,0
Raffi Torres (LW),New York Islanders,17,0,5,5,0.29,10,0,https://www.eliteprospects.com/player/8857/raffi-torres,2002-03,nhl,Raffi Torres,LW,FW,0,0.0,0
Mike Weaver (D),Atlanta Thrashers,40,0,5,5,0.13,20,-5,https://www.eliteprospects.com/player/8814/mike-weaver,2002-03,nhl,Mike Weaver,D,DEF,0,0.0,0
Joel Kwiatkowski (D),totals,54,0,5,5,0.09,18,3,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2002-03,nhl,Joel Kwiatkowski,D,DEF,0,0.0,0
Jay McKee (D),Buffalo Sabres,59,0,5,5,0.08,49,-16,https://www.eliteprospects.com/player/8977/jay-mckee,2002-03,nhl,Jay McKee,D,DEF,0,0.0,0
Jani Rita (LW/RW),Edmonton Oilers,12,3,1,4,0.33,0,2,https://www.eliteprospects.com/player/2676/jani-rita,2002-03,nhl,Jani Rita,LW/RW,FW,0,0.0,0
Brad Smyth (RW),Ottawa Senators,12,3,1,4,0.33,15,-2,https://www.eliteprospects.com/player/3729/brad-smyth,2002-03,nhl,Brad Smyth,RW,FW,0,0.0,0
Jeff Taffe (C),Phoenix Coyotes,20,3,1,4,0.20,4,-4,https://www.eliteprospects.com/player/9385/jeff-taffe,2002-03,nhl,Jeff Taffe,C,FW,0,0.0,0
Francis Bouillon (D),totals,24,3,1,4,0.17,4,-2,https://www.eliteprospects.com/player/5371/francis-bouillon,2002-03,nhl,Francis Bouillon,D,DEF,0,0.0,0
Steve Bégin (LW/C),Calgary Flames,50,3,1,4,0.08,51,-7,https://www.eliteprospects.com/player/9076/steve-begin,2002-03,nhl,Steve Bégin,LW/C,FW,0,0.0,0
Jamie Pushor (D),Pittsburgh Penguins,76,3,1,4,0.05,76,-28,https://www.eliteprospects.com/player/11563/jamie-pushor,2002-03,nhl,Jamie Pushor,D,DEF,0,0.0,0
Jeff Toms (C),Florida Panthers,8,2,2,4,0.50,4,2,https://www.eliteprospects.com/player/10652/jeff-toms,2002-03,nhl,Jeff Toms,C,FW,0,0.0,0
Justin Mapletoft (C),New York Islanders,11,2,2,4,0.36,2,-1,https://www.eliteprospects.com/player/7110/justin-mapletoft,2002-03,nhl,Justin Mapletoft,C,FW,0,0.0,0
Jared Aulin (C/RW),Los Angeles Kings,17,2,2,4,0.24,0,-3,https://www.eliteprospects.com/player/9521/jared-aulin,2002-03,nhl,Jared Aulin,C/RW,FW,0,0.0,0
Jamie Wright (LW),totals,23,2,2,4,0.17,16,0,https://www.eliteprospects.com/player/8486/jamie-wright,2002-03,nhl,Jamie Wright,LW,FW,0,0.0,0
Kirill Safronov (D),Atlanta Thrashers,32,2,2,4,0.13,14,-10,https://www.eliteprospects.com/player/9557/kirill-safronov,2002-03,nhl,Kirill Safronov,D,DEF,0,0.0,0
Jarkko Ruutu (LW),Vancouver Canucks,36,2,2,4,0.11,66,-7,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2002-03,nhl,Jarkko Ruutu,LW,FW,0,0.0,0
Chris Pronger (D),St. Louis Blues,5,1,3,4,0.80,10,-2,https://www.eliteprospects.com/player/8538/chris-pronger,2002-03,nhl,Chris Pronger,D,DEF,0,0.0,0
Blair Betts (C),Calgary Flames,9,1,3,4,0.44,0,3,https://www.eliteprospects.com/player/9082/blair-betts,2002-03,nhl,Blair Betts,C,FW,0,0.0,0
Chris Taylor (C),Buffalo Sabres,11,1,3,4,0.36,2,-1,https://www.eliteprospects.com/player/14509/chris-taylor,2002-03,nhl,Chris Taylor,C,FW,0,0.0,0
Brian Holzinger (C),totals,14,1,3,4,0.29,8,-5,https://www.eliteprospects.com/player/25615/brian-holzinger,2002-03,nhl,Brian Holzinger,C,FW,0,0.0,0
Jassen Cullimore (D),Tampa Bay Lightning,28,1,3,4,0.14,31,3,https://www.eliteprospects.com/player/9127/jassen-cullimore,2002-03,nhl,Jassen Cullimore,D,DEF,0,0.0,0
Craig MacDonald (C),Carolina Hurricanes,35,1,3,4,0.11,20,-3,https://www.eliteprospects.com/player/8952/craig-macdonald,2002-03,nhl,Craig MacDonald,C,FW,0,0.0,0
Rory Fitzpatrick (D),Buffalo Sabres,36,1,3,4,0.11,16,-7,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2002-03,nhl,Rory Fitzpatrick,D,DEF,Rory Fitzpatrick,2.0,1
Scott Parker (RW),Colorado Avalanche,43,1,3,4,0.09,82,6,https://www.eliteprospects.com/player/8904/scott-parker,2002-03,nhl,Scott Parker,RW,FW,0,0.0,0
Ales Pisa (D),totals,51,1,3,4,0.08,24,12,https://www.eliteprospects.com/player/10860/ales-pisa,2002-03,nhl,Ales Pisa,D,DEF,0,0.0,0
Jeff Finley (D),St. Louis Blues,64,1,3,4,0.06,46,-2,https://www.eliteprospects.com/player/44026/jeff-finley,2002-03,nhl,Jeff Finley,D,DEF,0,0.0,0
Trent Hunter (RW),New York Islanders,8,0,4,4,0.50,4,5,https://www.eliteprospects.com/player/5215/trent-hunter,2002-03,nhl,Trent Hunter,RW,FW,0,0.0,0
Sven Butenschön (D),New York Islanders,37,0,4,4,0.11,26,-6,https://www.eliteprospects.com/player/8740/sven-butenschon,2002-03,nhl,Sven Butenschön,D,DEF,0,0.0,0
Jeff Daniels (LW),Carolina Hurricanes,59,0,4,4,0.07,8,-9,https://www.eliteprospects.com/player/64768/jeff-daniels,2002-03,nhl,Jeff Daniels,LW,FW,0,0.0,0
Brad DeFauw (LW),Carolina Hurricanes,9,3,0,3,0.33,2,-2,https://www.eliteprospects.com/player/4323/brad-defauw,2002-03,nhl,Brad DeFauw,LW,FW,0,0.0,0
Jeff Heerema (RW),Carolina Hurricanes,10,3,0,3,0.30,2,-2,https://www.eliteprospects.com/player/10419/jeff-heerema,2002-03,nhl,Jeff Heerema,RW,FW,0,0.0,0
Lynn Loyns (LW),San Jose Sharks,19,3,0,3,0.16,19,-4,https://www.eliteprospects.com/player/12843/lynn-loyns,2002-03,nhl,Lynn Loyns,LW,FW,0,0.0,0
Andrei Nazarov (LW),Phoenix Coyotes,59,3,0,3,0.05,135,-9,https://www.eliteprospects.com/player/32117/andrei-nazarov,2002-03,nhl,Andrei Nazarov,LW,FW,0,0.0,0
Eric Manlow (LW),New York Islanders,8,2,1,3,0.38,4,2,https://www.eliteprospects.com/player/12485/eric-manlow,2002-03,nhl,Eric Manlow,LW,FW,0,0.0,0
Lee Goren (RW),Boston Bruins,14,2,1,3,0.21,7,-2,https://www.eliteprospects.com/player/11031/lee-goren,2002-03,nhl,Lee Goren,RW,FW,0,0.0,0
André Savage (RW),Philadelphia Flyers,16,2,1,3,0.19,4,2,https://www.eliteprospects.com/player/6365/andre-savage,2002-03,nhl,André Savage,RW,FW,0,0.0,0
Mike Zigomanis (C),Carolina Hurricanes,19,2,1,3,0.16,0,-4,https://www.eliteprospects.com/player/9525/mike-zigomanis,2002-03,nhl,Mike Zigomanis,C,FW,0,0.0,0
Jim Vandermeer (D),Philadelphia Flyers,24,2,1,3,0.13,27,9,https://www.eliteprospects.com/player/8838/jim-vandermeer,2002-03,nhl,Jim Vandermeer,D,DEF,0,0.0,0
Kevin Sawyer (LW),Mighty Ducks of Anaheim,31,2,1,3,0.10,115,-2,https://www.eliteprospects.com/player/67107/kevin-sawyer,2002-03,nhl,Kevin Sawyer,LW,FW,0,0.0,0
Rick Berry (D),Washington Capitals,43,2,1,3,0.07,87,-3,https://www.eliteprospects.com/player/11494/rick-berry,2002-03,nhl,Rick Berry,D,DEF,0,0.0,0
Jesse Boulerice (RW),Carolina Hurricanes,48,2,1,3,0.06,108,-2,https://www.eliteprospects.com/player/9088/jesse-boulerice,2002-03,nhl,Jesse Boulerice,RW,FW,0,0.0,0
Ted Donato (LW),New York Rangers,49,2,1,3,0.06,6,-1,https://www.eliteprospects.com/player/32184/ted-donato,2002-03,nhl,Ted Donato,LW,FW,0,0.0,0
Chris Dingman (LW),Tampa Bay Lightning,51,2,1,3,0.06,91,-11,https://www.eliteprospects.com/player/9136/chris-dingman,2002-03,nhl,Chris Dingman,LW,FW,0,0.0,0
Drake Berehowsky (D),Phoenix Coyotes,7,1,2,3,0.43,27,0,https://www.eliteprospects.com/player/5535/drake-berehowsky,2002-03,nhl,Drake Berehowsky,D,DEF,0,0.0,0
Nolan Baumgartner (D),Vancouver Canucks,8,1,2,3,0.38,4,4,https://www.eliteprospects.com/player/8858/nolan-baumgartner,2002-03,nhl,Nolan Baumgartner,D,DEF,0,0.0,0
John Tripp (RW),New York Rangers,9,1,2,3,0.33,2,1,https://www.eliteprospects.com/player/13517/john-tripp,2002-03,nhl,John Tripp,RW,FW,John Tripp,7.0,1
Miroslav Zalesak (RW/C),San Jose Sharks,10,1,2,3,0.30,0,-2,https://www.eliteprospects.com/player/6664/miroslav-zalesak,2002-03,nhl,Miroslav Zalesak,RW/C,FW,0,0.0,0
Rob Davison (D),San Jose Sharks,15,1,2,3,0.20,22,4,https://www.eliteprospects.com/player/8750/rob-davison,2002-03,nhl,Rob Davison,D,DEF,0,0.0,0
Micki DuPont (D),Calgary Flames,16,1,2,3,0.19,4,-5,https://www.eliteprospects.com/player/8062/micki-dupont,2002-03,nhl,Micki DuPont,D,DEF,0,0.0,0
Jon Sim (LW),totals,22,1,2,3,0.14,19,-4,https://www.eliteprospects.com/player/8563/jon-sim,2002-03,nhl,Jon Sim,LW,FW,0,0.0,0
Brent Gilchrist (LW),Nashville Predators,41,1,2,3,0.07,14,-11,https://www.eliteprospects.com/player/69480/brent-gilchrist,2002-03,nhl,Brent Gilchrist,LW,FW,0,0.0,0
Shawn Heins (D),totals,47,1,2,3,0.06,42,-4,https://www.eliteprospects.com/player/10827/shawn-heins,2002-03,nhl,Shawn Heins,D,DEF,0,0.0,0
Kurt Sauer (D),Mighty Ducks of Anaheim,80,1,2,3,0.04,74,-23,https://www.eliteprospects.com/player/8870/kurt-sauer,2002-03,nhl,Kurt Sauer,D,DEF,0,0.0,0
David Oliver (RW),Dallas Stars,6,0,3,3,0.50,2,1,https://www.eliteprospects.com/player/7225/david-oliver,2002-03,nhl,David Oliver,RW,FW,0,0.0,0
Brad Larsen (LW),Colorado Avalanche,6,0,3,3,0.50,2,3,https://www.eliteprospects.com/player/8561/brad-larsen,2002-03,nhl,Brad Larsen,LW,FW,0,0.0,0
Tomas Zizka (D),Los Angeles Kings,10,0,3,3,0.30,4,-4,https://www.eliteprospects.com/player/15710/tomas-zizka,2002-03,nhl,Tomas Zizka,D,DEF,0,0.0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,13,0,3,3,0.23,11,4,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2002-03,nhl,Alexei Ponikarovsky,LW,FW,0,0.0,0
Andy Hilbert (C),Boston Bruins,14,0,3,3,0.21,7,-1,https://www.eliteprospects.com/player/9052/andy-hilbert,2002-03,nhl,Andy Hilbert,C,FW,0,0.0,0
Mike Van Ryn (D),St. Louis Blues,20,0,3,3,0.15,8,3,https://www.eliteprospects.com/player/8834/mike-van-ryn,2002-03,nhl,Mike Van Ryn,D,DEF,0,0.0,0
Dan Focht (D),totals,22,0,3,3,0.14,29,-9,https://www.eliteprospects.com/player/70004/dan-focht,2002-03,nhl,Dan Focht,D,DEF,Dan Focht,9.0,1
Byron Ritchie (C),Florida Panthers,30,0,3,3,0.10,19,-4,https://www.eliteprospects.com/player/4520/byron-ritchie,2002-03,nhl,Byron Ritchie,C,FW,0,0.0,0
Jimmie Ölvestad (LW),Tampa Bay Lightning,37,0,3,3,0.08,16,-2,https://www.eliteprospects.com/player/752/jimmie-olvestad,2002-03,nhl,Jimmie Ölvestad,LW,FW,0,0.0,0
Maxim Kuznetsov (D),totals,56,0,3,3,0.05,54,1,https://www.eliteprospects.com/player/20554/maxim-kuznetsov,2002-03,nhl,Maxim Kuznetsov,D,DEF,0,0.0,0
Branislav Mezei (D),Florida Panthers,11,2,0,2,0.18,10,-2,https://www.eliteprospects.com/player/8653/branislav-mezei,2002-03,nhl,Branislav Mezei,D,DEF,Branislav Mezei,37.0,1
Steve Guolla (C),New Jersey Devils,12,2,0,2,0.17,2,1,https://www.eliteprospects.com/player/8290/steve-guolla,2002-03,nhl,Steve Guolla,C,FW,0,0.0,0
Yuri Butsayev (RW),Atlanta Thrashers,16,2,0,2,0.13,8,-5,https://www.eliteprospects.com/player/18507/yuri-butsayev,2002-03,nhl,Yuri Butsayev,RW,FW,0,0.0,0
John Erskine (D),Dallas Stars,16,2,0,2,0.13,29,1,https://www.eliteprospects.com/player/9148/john-erskine,2002-03,nhl,John Erskine,D,DEF,0,0.0,0
Mike Danton (C),New Jersey Devils,17,2,0,2,0.12,35,0,https://www.eliteprospects.com/player/60843/mike-danton,2002-03,nhl,Mike Danton,C,FW,0,0.0,0
Denis Hamel (LW),Buffalo Sabres,25,2,0,2,0.08,17,-4,https://www.eliteprospects.com/player/9039/denis-hamel,2002-03,nhl,Denis Hamel,LW,FW,0,0.0,0
Joe DiPenta (D),Atlanta Thrashers,3,1,1,2,0.67,0,3,https://www.eliteprospects.com/player/8530/joe-dipenta,2002-03,nhl,Joe DiPenta,D,DEF,0,0.0,0
Marc-André Bergeron (D),Edmonton Oilers,5,1,1,2,0.40,9,2,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2002-03,nhl,Marc-André Bergeron,D,DEF,0,0.0,0
Shawn Thornton (RW),Chicago Blackhawks,13,1,1,2,0.15,31,-4,https://www.eliteprospects.com/player/11339/shawn-thornton,2002-03,nhl,Shawn Thornton,RW,FW,0,0.0,0
Trent Whitfield (C),Washington Capitals,14,1,1,2,0.14,6,1,https://www.eliteprospects.com/player/8823/trent-whitfield,2002-03,nhl,Trent Whitfield,C,FW,0,0.0,0
Darren Van Impe (D),Columbus Blue Jackets,14,1,1,2,0.14,10,-6,https://www.eliteprospects.com/player/22093/darren-van-impe,2002-03,nhl,Darren Van Impe,D,DEF,0,0.0,0
Mike Brown (LW),Mighty Ducks of Anaheim,16,1,1,2,0.13,44,0,https://www.eliteprospects.com/player/41108/mike-brown,2002-03,nhl,Mike Brown,LW,FW,0,0.0,0
Aaron Downey (RW),Dallas Stars,43,1,1,2,0.05,69,1,https://www.eliteprospects.com/player/9139/aaron-downey,2002-03,nhl,Aaron Downey,RW,FW,0,0.0,0
Steve Montador (D),Calgary Flames,50,1,1,2,0.04,114,-9,https://www.eliteprospects.com/player/8729/steve-montador,2002-03,nhl,Steve Montador,D,DEF,0,0.0,0
Igor Ulanov (D),Florida Panthers,56,1,1,2,0.04,39,7,https://www.eliteprospects.com/player/8843/igor-ulanov,2002-03,nhl,Igor Ulanov,D,DEF,0,0.0,0
Jason King (RW),Vancouver Canucks,8,0,2,2,0.25,0,0,https://www.eliteprospects.com/player/9920/jason-king,2002-03,nhl,Jason King,RW,FW,0,0.0,0
Norm Milley (RW),Buffalo Sabres,8,0,2,2,0.25,6,-2,https://www.eliteprospects.com/player/8981/norm-milley,2002-03,nhl,Norm Milley,RW,FW,0,0.0,0
Chris Schmidt (D),Los Angeles Kings,10,0,2,2,0.20,5,-1,https://www.eliteprospects.com/player/13963/chris-schmidt,2002-03,nhl,Chris Schmidt,D,DEF,0,0.0,0
Garnet Exelby (D),Atlanta Thrashers,15,0,2,2,0.13,41,0,https://www.eliteprospects.com/player/8558/garnet-exelby,2002-03,nhl,Garnet Exelby,D,DEF,0,0.0,0
Burke Henry (D),Chicago Blackhawks,16,0,2,2,0.13,9,-13,https://www.eliteprospects.com/player/9750/burke-henry,2002-03,nhl,Burke Henry,D,DEF,0,0.0,0
Steve Eminger (D),Washington Capitals,17,0,2,2,0.12,24,-3,https://www.eliteprospects.com/player/9147/steve-eminger,2002-03,nhl,Steve Eminger,D,DEF,Steve Eminger,2.0,1
Francis Lessard (RW),Atlanta Thrashers,18,0,2,2,0.11,61,1,https://www.eliteprospects.com/player/9688/francis-lessard,2002-03,nhl,Francis Lessard,RW,FW,0,0.0,0
Dave Karpa (D),New York Rangers,19,0,2,2,0.11,14,-1,https://www.eliteprospects.com/player/25709/dave-karpa,2002-03,nhl,Dave Karpa,D,DEF,0,0.0,0
Bill Lindsay (LW),Montréal Canadiens,19,0,2,2,0.11,23,-1,https://www.eliteprospects.com/player/27298/bill-lindsay,2002-03,nhl,Bill Lindsay,LW,FW,0,0.0,0
Chris McAlpine (D),Los Angeles Kings,21,0,2,2,0.10,24,-4,https://www.eliteprospects.com/player/25710/chris-mcalpine,2002-03,nhl,Chris McAlpine,D,DEF,0,0.0,0
Jerred Smithson (C/RW),Los Angeles Kings,22,0,2,2,0.09,21,-5,https://www.eliteprospects.com/player/8886/jerred-smithson,2002-03,nhl,Jerred Smithson,C/RW,FW,0,0.0,0
Bryan Muir (D),Colorado Avalanche,32,0,2,2,0.06,19,3,https://www.eliteprospects.com/player/4317/bryan-muir,2002-03,nhl,Bryan Muir,D,DEF,0,0.0,0
Sylvain Lefebvre (D),New York Rangers,35,0,2,2,0.06,10,-7,https://www.eliteprospects.com/player/27892/sylvain-lefebvre,2002-03,nhl,Sylvain Lefebvre,D,DEF,0,0.0,0
Tomas Malec (D),Carolina Hurricanes,41,0,2,2,0.05,43,-5,https://www.eliteprospects.com/player/10219/tomas-malec,2002-03,nhl,Tomas Malec,D,DEF,0,0.0,0
Ric Jackman (D),Toronto Maple Leafs,42,0,2,2,0.05,41,-10,https://www.eliteprospects.com/player/4485/ric-jackman,2002-03,nhl,Ric Jackman,D,DEF,0,0.0,0
Matt Stajan (C),Toronto Maple Leafs,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/8889/matt-stajan,2002-03,nhl,Matt Stajan,C,FW,0,0.0,0
Peter Sejna (LW),St. Louis Blues,1,1,0,1,1.00,0,0,https://www.eliteprospects.com/player/9663/peter-sejna,2002-03,nhl,Peter Sejna,LW,FW,0,0.0,0
Damian Surma (C/LW),Carolina Hurricanes,1,1,0,1,1.00,0,0,https://www.eliteprospects.com/player/14998/damian-surma,2002-03,nhl,Damian Surma,C/LW,FW,0,0.0,0
Milan Bartovic (RW/LW),Buffalo Sabres,3,1,0,1,0.33,0,0,https://www.eliteprospects.com/player/9634/milan-bartovic,2002-03,nhl,Milan Bartovic,RW/LW,FW,0,0.0,0
Pat Kavanagh (RW),Vancouver Canucks,3,1,0,1,0.33,2,2,https://www.eliteprospects.com/player/9011/pat-kavanagh,2002-03,nhl,Pat Kavanagh,RW,FW,0,0.0,0
Rickard Wallin (C),Minnesota Wild,4,1,0,1,0.25,0,1,https://www.eliteprospects.com/player/114/rickard-wallin,2002-03,nhl,Rickard Wallin,C,FW,0,0.0,0
Zdenek Kutlak (D),Boston Bruins,4,1,0,1,0.25,0,0,https://www.eliteprospects.com/player/10849/zdenek-kutlak,2002-03,nhl,Zdenek Kutlak,D,DEF,0,0.0,0
Josh Holden (C),Toronto Maple Leafs,5,1,0,1,0.20,2,-2,https://www.eliteprospects.com/player/10825/josh-holden,2002-03,nhl,Josh Holden,C,FW,0,0.0,0
Josef Boumedienne (D),Washington Capitals,6,1,0,1,0.17,0,-1,https://www.eliteprospects.com/player/708/josef-boumedienne,2002-03,nhl,Josef Boumedienne,D,DEF,0,0.0,0
Kyle Wanvig (RW),Minnesota Wild,7,1,0,1,0.14,13,0,https://www.eliteprospects.com/player/8805/kyle-wanvig,2002-03,nhl,Kyle Wanvig,RW,FW,0,0.0,0
