player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Sheldon Brookbank (D),Anaheim Ducks,80,3,11,14,0.18,72,11,https://www.eliteprospects.com/player/11016/sheldon-brookbank,2011-12,nhl,Sheldon Brookbank,D,DEF,0,0.0,0
Mark Stuart (D),Winnipeg Jets,80,3,11,14,0.18,98,-4,https://www.eliteprospects.com/player/9401/mark-stuart,2011-12,nhl,Mark Stuart,D,DEF,0,0.0,0
T.J. Brodie (D),Calgary Flames,54,2,12,14,0.26,14,3,https://www.eliteprospects.com/player/19170/t.j.-brodie,2011-12,nhl,T.J. Brodie,D,DEF,0,0.0,0
Bryan Allen (D),Carolina Hurricanes,82,1,13,14,0.17,76,-1,https://www.eliteprospects.com/player/8767/bryan-allen,2011-12,nhl,Bryan Allen,D,DEF,0,0.0,0
Ben Eager (LW),Edmonton Oilers,63,8,5,13,0.21,107,-1,https://www.eliteprospects.com/player/8825/ben-eager,2011-12,nhl,Ben Eager,LW,FW,Ben Eager,9.0,1
David Steckel (C),Toronto Maple Leafs,76,8,5,13,0.17,10,-14,https://www.eliteprospects.com/player/9388/david-steckel,2011-12,nhl,David Steckel,C,FW,0,0.0,0
Devante Smith-Pelly (RW),Anaheim Ducks,49,7,6,13,0.27,16,-7,https://www.eliteprospects.com/player/32728/devante-smith-pelly,2011-12,nhl,Devante Smith-Pelly,RW,FW,0,0.0,0
Marcus Foligno (LW/RW),Buffalo Sabres,14,6,7,13,0.93,9,6,https://www.eliteprospects.com/player/18601/marcus-foligno,2011-12,nhl,Marcus Foligno,LW/RW,FW,0,0.0,0
Drayson Bowman (W/C),Carolina Hurricanes,38,6,7,13,0.34,4,2,https://www.eliteprospects.com/player/12521/drayson-bowman,2011-12,nhl,Drayson Bowman,W/C,FW,0,0.0,0
Bruno Gervais (D),Tampa Bay Lightning,50,6,7,13,0.26,8,-4,https://www.eliteprospects.com/player/10226/bruno-gervais,2011-12,nhl,Bruno Gervais,D,DEF,0,0.0,0
Darroll Powe (C/W),Minnesota Wild,82,6,7,13,0.16,57,-20,https://www.eliteprospects.com/player/12407/darroll-powe,2011-12,nhl,Darroll Powe,C/W,FW,Darroll Powe,3.0,1
Antti Miettinen (W/C),Winnipeg Jets,45,5,8,13,0.29,0,-5,https://www.eliteprospects.com/player/2698/antti-miettinen,2011-12,nhl,Antti Miettinen,W/C,FW,0,0.0,0
Shawn Thornton (RW),Boston Bruins,81,5,8,13,0.16,154,-7,https://www.eliteprospects.com/player/11339/shawn-thornton,2011-12,nhl,Shawn Thornton,RW,FW,Shawn Thornton,2.0,1
Stefan Elliott (D),Colorado Avalanche,39,4,9,13,0.33,8,2,https://www.eliteprospects.com/player/15735/stefan-elliott,2011-12,nhl,Stefan Elliott,D,DEF,0,0.0,0
Jason Demers (D),San Jose Sharks,57,4,9,13,0.23,22,-8,https://www.eliteprospects.com/player/12154/jason-demers,2011-12,nhl,Jason Demers,D,DEF,Jason Demers,4.0,1
Rostislav Klesla (D),Phoenix Coyotes,65,3,10,13,0.20,54,13,https://www.eliteprospects.com/player/8622/rostislav-klesla,2011-12,nhl,Rostislav Klesla,D,DEF,0,0.0,0
Ed Jovanovski (D),Florida Panthers,66,3,10,13,0.20,31,-11,https://www.eliteprospects.com/player/9035/ed-jovanovski,2011-12,nhl,Ed Jovanovski,D,DEF,0,0.0,0
Andrej Sekera (D),Buffalo Sabres,69,3,10,13,0.19,18,3,https://www.eliteprospects.com/player/9249/andrej-sekera,2011-12,nhl,Andrej Sekera,D,DEF,0,0.0,0
Zbynek Michalek (D),Pittsburgh Penguins,62,2,11,13,0.21,24,0,https://www.eliteprospects.com/player/8588/zbynek-michalek,2011-12,nhl,Zbynek Michalek,D,DEF,0,0.0,0
Roman Hamrlík (D),Washington Capitals,68,2,11,13,0.19,34,11,https://www.eliteprospects.com/player/8607/roman-hamrlik,2011-12,nhl,Roman Hamrlík,D,DEF,0,0.0,0
Michal Rozsíval (D),Phoenix Coyotes,54,1,12,13,0.24,34,8,https://www.eliteprospects.com/player/8687/michal-rozsival,2011-12,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Jakub Kindl (D),Detroit Red Wings,55,1,12,13,0.24,25,7,https://www.eliteprospects.com/player/9230/jakub-kindl,2011-12,nhl,Jakub Kindl,D,DEF,0,0.0,0
Hal Gill (D),totals,76,1,12,13,0.17,37,-3,https://www.eliteprospects.com/player/8718/hal-gill,2011-12,nhl,Hal Gill,D,DEF,0,0.0,0
Barret Jackman (D),St. Louis Blues,81,1,12,13,0.16,57,20,https://www.eliteprospects.com/player/9025/barret-jackman,2011-12,nhl,Barret Jackman,D,DEF,0,0.0,0
Toni Lydman (D),Anaheim Ducks,74,0,13,13,0.18,46,0,https://www.eliteprospects.com/player/2678/toni-lydman,2011-12,nhl,Toni Lydman,D,DEF,0,0.0,0
Jason Blake (LW/C),Anaheim Ducks,45,7,5,12,0.27,6,-4,https://www.eliteprospects.com/player/8782/jason-blake,2011-12,nhl,Jason Blake,LW/C,FW,0,0.0,0
Erik Christensen (C),totals,49,7,5,12,0.24,8,-13,https://www.eliteprospects.com/player/10880/erik-christensen,2011-12,nhl,Erik Christensen,C,FW,0,0.0,0
Alec Martinez (D),Los Angeles Kings,51,6,6,12,0.24,8,-1,https://www.eliteprospects.com/player/12531/alec-martinez,2011-12,nhl,Alec Martinez,D,DEF,0,0.0,0
Kris Russell (D),totals,55,6,6,12,0.22,25,12,https://www.eliteprospects.com/player/9188/kris-russell,2011-12,nhl,Kris Russell,D,DEF,0,0.0,0
Mathieu Darche (LW),Montréal Canadiens,61,5,7,12,0.20,18,-4,https://www.eliteprospects.com/player/10621/mathieu-darche,2011-12,nhl,Mathieu Darche,LW,FW,0,0.0,0
Patrick Dwyer (RW),Carolina Hurricanes,73,5,7,12,0.16,23,0,https://www.eliteprospects.com/player/10409/patrick-dwyer,2011-12,nhl,Patrick Dwyer,RW,FW,0,0.0,0
Kyle Clifford (LW),Los Angeles Kings,81,5,7,12,0.15,123,-5,https://www.eliteprospects.com/player/15480/kyle-clifford,2011-12,nhl,Kyle Clifford,LW,FW,0,0.0,0
Wojtek Wolski (LW/RW),totals,31,4,8,12,0.39,2,-5,https://www.eliteprospects.com/player/8832/wojtek-wolski,2011-12,nhl,Wojtek Wolski,LW/RW,FW,0,0.0,0
Ryan Shannon (C/RW),Tampa Bay Lightning,45,4,8,12,0.27,10,-11,https://www.eliteprospects.com/player/9443/ryan-shannon,2011-12,nhl,Ryan Shannon,C/RW,FW,0,0.0,0
Tom Kostopoulos (RW/LW),Calgary Flames,81,4,8,12,0.15,57,-15,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2011-12,nhl,Tom Kostopoulos,RW/LW,FW,Tom Kostopoulos,2.0,1
Marco Scandella (D),Minnesota Wild,63,3,9,12,0.19,19,-22,https://www.eliteprospects.com/player/17520/marco-scandella,2011-12,nhl,Marco Scandella,D,DEF,0,0.0,0
Scott Hannan (D),Calgary Flames,78,2,10,12,0.15,38,-10,https://www.eliteprospects.com/player/9041/scott-hannan,2011-12,nhl,Scott Hannan,D,DEF,0,0.0,0
Chris Pronger (D),Philadelphia Flyers,13,1,11,12,0.92,10,1,https://www.eliteprospects.com/player/8538/chris-pronger,2011-12,nhl,Chris Pronger,D,DEF,Chris Pronger,48.0,1
Nate Prosser (D),Minnesota Wild,51,1,11,12,0.24,57,-17,https://www.eliteprospects.com/player/38197/nate-prosser,2011-12,nhl,Nate Prosser,D,DEF,0,0.0,0
Mike Santorelli (C),Florida Panthers,60,9,2,11,0.18,18,-10,https://www.eliteprospects.com/player/11417/mike-santorelli,2011-12,nhl,Mike Santorelli,C,FW,0,0.0,0
Cody McLeod (LW),Colorado Avalanche,75,6,5,11,0.15,164,0,https://www.eliteprospects.com/player/10411/cody-mcleod,2011-12,nhl,Cody McLeod,LW,FW,0,0.0,0
Kaspars Daugavins (W/C),Ottawa Senators,65,5,6,11,0.17,12,-2,https://www.eliteprospects.com/player/11335/kaspars-daugavins,2011-12,nhl,Kaspars Daugavins,W/C,FW,0,0.0,0
Brendan Morrison (C),totals,39,4,7,11,0.28,12,-5,https://www.eliteprospects.com/player/4321/brendan-morrison,2011-12,nhl,Brendan Morrison,C,FW,0,0.0,0
Mikael Backlund (C),Calgary Flames,41,4,7,11,0.27,16,-13,https://www.eliteprospects.com/player/4295/mikael-backlund,2011-12,nhl,Mikael Backlund,C,FW,0,0.0,0
Francis Bouillon (D),Nashville Predators,66,4,7,11,0.17,33,-4,https://www.eliteprospects.com/player/5371/francis-bouillon,2011-12,nhl,Francis Bouillon,D,DEF,0,0.0,0
Chris Thorburn (RW),Winnipeg Jets,72,4,7,11,0.15,83,-6,https://www.eliteprospects.com/player/8855/chris-thorburn,2011-12,nhl,Chris Thorburn,RW,FW,0,0.0,0
Keith Aucoin (C),Washington Capitals,27,3,8,11,0.41,0,4,https://www.eliteprospects.com/player/9069/keith-aucoin,2011-12,nhl,Keith Aucoin,C,FW,0,0.0,0
Ryan Ellis (D),Nashville Predators,32,3,8,11,0.34,4,5,https://www.eliteprospects.com/player/14012/ryan-ellis,2011-12,nhl,Ryan Ellis,D,DEF,0,0.0,0
Philip Larsen (D),Dallas Stars,55,3,8,11,0.20,16,11,https://www.eliteprospects.com/player/6006/philip-larsen,2011-12,nhl,Philip Larsen,D,DEF,0,0.0,0
Roman Horák (C),Calgary Flames,61,3,8,11,0.18,14,3,https://www.eliteprospects.com/player/18089/roman-horak,2011-12,nhl,Roman Horák,C,FW,0,0.0,0
Milan Jurcina (D),New York Islanders,65,3,8,11,0.17,30,-34,https://www.eliteprospects.com/player/8677/milan-jurcina,2011-12,nhl,Milan Jurcina,D,DEF,0,0.0,0
Daniel Carcillo (LW),Chicago Blackhawks,28,2,9,11,0.39,82,10,https://www.eliteprospects.com/player/9468/daniel-carcillo,2011-12,nhl,Daniel Carcillo,LW,FW,0,0.0,0
Scott Gomez (C),Montréal Canadiens,38,2,9,11,0.29,14,-9,https://www.eliteprospects.com/player/9050/scott-gomez,2011-12,nhl,Scott Gomez,C,FW,0,0.0,0
J.T. Wyman (RW/D),Tampa Bay Lightning,40,2,9,11,0.28,8,1,https://www.eliteprospects.com/player/15059/j.t.-wyman,2011-12,nhl,J.T. Wyman,RW/D,DEF,0,0.0,0
Chris Campoli (D),Montréal Canadiens,43,2,9,11,0.26,8,-3,https://www.eliteprospects.com/player/9106/chris-campoli,2011-12,nhl,Chris Campoli,D,DEF,0,0.0,0
Derek Smith (D),Calgary Flames,47,2,9,11,0.23,12,-1,https://www.eliteprospects.com/player/14185/derek-smith,2011-12,nhl,Derek Smith,D,DEF,0,0.0,0
Derek Morris (D),Phoenix Coyotes,59,2,9,11,0.19,38,-12,https://www.eliteprospects.com/player/8963/derek-morris,2011-12,nhl,Derek Morris,D,DEF,0,0.0,0
Justin Braun (D),San Jose Sharks,66,2,9,11,0.17,23,-2,https://www.eliteprospects.com/player/15033/justin-braun,2011-12,nhl,Justin Braun,D,DEF,0,0.0,0
Anton Volchenkov (D),New Jersey Devils,72,2,9,11,0.15,34,3,https://www.eliteprospects.com/player/8660/anton-volchenkov,2011-12,nhl,Anton Volchenkov,D,DEF,0,0.0,0
David Schlemko (D),Phoenix Coyotes,46,1,10,11,0.24,10,7,https://www.eliteprospects.com/player/11665/david-schlemko,2011-12,nhl,David Schlemko,D,DEF,0,0.0,0
Jonathan Ericsson (D),Detroit Red Wings,69,1,10,11,0.16,47,16,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2011-12,nhl,Jonathan Ericsson,D,DEF,0,0.0,0
Nicklas Grossmann (D),totals,74,0,11,11,0.15,36,5,https://www.eliteprospects.com/player/2439/nicklas-grossmann,2011-12,nhl,Nicklas Grossmann,D,DEF,Nicklas Grossmann,18.0,1
Roman Polák (D),St. Louis Blues,77,0,11,11,0.14,57,6,https://www.eliteprospects.com/player/9621/roman-polak,2011-12,nhl,Roman Polák,D,DEF,0,0.0,0
Brad Winchester (LW),San Jose Sharks,67,6,4,10,0.15,88,-5,https://www.eliteprospects.com/player/8830/brad-winchester,2011-12,nhl,Brad Winchester,LW,FW,0,0.0,0
Cory Emmerton (C),Detroit Red Wings,71,6,4,10,0.14,14,1,https://www.eliteprospects.com/player/9348/cory-emmerton,2011-12,nhl,Cory Emmerton,C,FW,0,0.0,0
Louis Leblanc (C/RW),Montréal Canadiens,42,5,5,10,0.24,28,3,https://www.eliteprospects.com/player/31615/louis-leblanc,2011-12,nhl,Louis Leblanc,C/RW,FW,0,0.0,0
Patrick Kaleta (RW),Buffalo Sabres,63,5,5,10,0.16,116,-5,https://www.eliteprospects.com/player/10990/patrick-kaleta,2011-12,nhl,Patrick Kaleta,RW,FW,0,0.0,0
Aaron Rome (D),Vancouver Canucks,43,4,6,10,0.23,46,-4,https://www.eliteprospects.com/player/10983/aaron-rome,2011-12,nhl,Aaron Rome,D,DEF,0,0.0,0
Zack Kassian (RW),totals,44,4,6,10,0.23,51,-2,https://www.eliteprospects.com/player/15390/zack-kassian,2011-12,nhl,Zack Kassian,RW,FW,0,0.0,0
Jack Skille (RW/LW),Florida Panthers,46,4,6,10,0.22,28,-9,https://www.eliteprospects.com/player/9217/jack-skille,2011-12,nhl,Jack Skille,RW/LW,FW,0,0.0,0
Tomas Vincour (RW/C),Dallas Stars,47,4,6,10,0.21,2,-2,https://www.eliteprospects.com/player/12565/tomas-vincour,2011-12,nhl,Tomas Vincour,RW/C,FW,0,0.0,0
Andy Sutton (D),Edmonton Oilers,52,3,7,10,0.19,80,5,https://www.eliteprospects.com/player/8554/andy-sutton,2011-12,nhl,Andy Sutton,D,DEF,0,0.0,0
David Savard (D),Columbus Blue Jackets,31,2,8,10,0.32,16,0,https://www.eliteprospects.com/player/32878/david-savard,2011-12,nhl,David Savard,D,DEF,0,0.0,0
Anton Babchuk (D),Calgary Flames,32,2,8,10,0.31,6,2,https://www.eliteprospects.com/player/8655/anton-babchuk,2011-12,nhl,Anton Babchuk,D,DEF,0,0.0,0
Adam McQuaid (D),Boston Bruins,72,2,8,10,0.14,99,16,https://www.eliteprospects.com/player/11321/adam-mcquaid,2011-12,nhl,Adam McQuaid,D,DEF,0,0.0,0
Ron Hainsey (D),Winnipeg Jets,56,0,10,10,0.18,23,9,https://www.eliteprospects.com/player/9037/ron-hainsey,2011-12,nhl,Ron Hainsey,D,DEF,0,0.0,0
Guillaume Latendresse (LW/RW),Minnesota Wild,16,5,4,9,0.56,20,6,https://www.eliteprospects.com/player/9194/guillaume-latendresse,2011-12,nhl,Guillaume Latendresse,LW/RW,FW,0,0.0,0
Eric Wellwood (LW/C),Philadelphia Flyers,24,5,4,9,0.38,2,12,https://www.eliteprospects.com/player/23008/eric-wellwood,2011-12,nhl,Eric Wellwood,LW/C,FW,0,0.0,0
Jimmy Hayes (RW/C),Chicago Blackhawks,31,5,4,9,0.29,16,-3,https://www.eliteprospects.com/player/11463/jimmy-hayes,2011-12,nhl,Jimmy Hayes,RW/C,FW,0,0.0,0
Lennart Petrell (LW/RW),Edmonton Oilers,60,4,5,9,0.15,45,-10,https://www.eliteprospects.com/player/4279/lennart-petrell,2011-12,nhl,Lennart Petrell,LW/RW,FW,Lennart Petrell,4.0,1
Matt Hendricks (LW/C),Washington Capitals,78,4,5,9,0.12,95,-6,https://www.eliteprospects.com/player/11554/matt-hendricks,2011-12,nhl,Matt Hendricks,LW/C,FW,0,0.0,0
Alexander Sulzer (D),totals,27,3,6,9,0.33,8,8,https://www.eliteprospects.com/player/12396/alexander-sulzer,2011-12,nhl,Alexander Sulzer,D,DEF,0,0.0,0
Tommy Wingels (C/W),San Jose Sharks,33,3,6,9,0.27,18,-1,https://www.eliteprospects.com/player/19230/tommy-wingels,2011-12,nhl,Tommy Wingels,C/W,FW,0,0.0,0
Tim Wallace (C/RW),totals,49,3,6,9,0.18,16,-3,https://www.eliteprospects.com/player/9409/tim-wallace,2011-12,nhl,Tim Wallace,C/RW,FW,0,0.0,0
Spencer Machacek (RW/C),Winnipeg Jets,13,2,7,9,0.69,7,8,https://www.eliteprospects.com/player/12505/spencer-machacek,2011-12,nhl,Spencer Machacek,RW/C,FW,0,0.0,0
David Moss (RW/LW),Calgary Flames,32,2,7,9,0.28,12,-3,https://www.eliteprospects.com/player/8959/david-moss,2011-12,nhl,David Moss,RW/LW,FW,0,0.0,0
Jacob Josefson (C),New Jersey Devils,41,2,7,9,0.22,6,10,https://www.eliteprospects.com/player/7655/jacob-josefson,2011-12,nhl,Jacob Josefson,C,FW,0,0.0,0
Adrian Aucoin (D),Phoenix Coyotes,64,2,7,9,0.14,42,14,https://www.eliteprospects.com/player/5530/adrian-aucoin,2011-12,nhl,Adrian Aucoin,D,DEF,0,0.0,0
Zac Rinaldo (C/W),Philadelphia Flyers,66,2,7,9,0.14,232,-1,https://www.eliteprospects.com/player/19073/zac-rinaldo,2011-12,nhl,Zac Rinaldo,C/W,FW,0,0.0,0
Justin Falk (D),Minnesota Wild,47,1,8,9,0.19,54,-13,https://www.eliteprospects.com/player/12543/justin-falk,2011-12,nhl,Justin Falk,D,DEF,0,0.0,0
Rob Scuderi (D),Los Angeles Kings,82,1,8,9,0.11,16,-7,https://www.eliteprospects.com/player/8878/rob-scuderi,2011-12,nhl,Rob Scuderi,D,DEF,0,0.0,0
Stu Bickel (D),New York Rangers,51,0,9,9,0.18,108,2,https://www.eliteprospects.com/player/19451/stu-bickel,2011-12,nhl,Stu Bickel,D,DEF,0,0.0,0
Bryce Salvador (D),New Jersey Devils,82,0,9,9,0.11,66,18,https://www.eliteprospects.com/player/8864/bryce-salvador,2011-12,nhl,Bryce Salvador,D,DEF,0,0.0,0
Benn Ferriero (RW),San Jose Sharks,35,7,1,8,0.23,8,0,https://www.eliteprospects.com/player/9378/benn-ferriero,2011-12,nhl,Benn Ferriero,RW,FW,0,0.0,0
Brad Richardson (RW/C),Los Angeles Kings,59,5,3,8,0.14,30,-6,https://www.eliteprospects.com/player/10211/brad-richardson,2011-12,nhl,Brad Richardson,RW/C,FW,0,0.0,0
Jochen Hecht (C/LW),Buffalo Sabres,22,4,4,8,0.36,6,1,https://www.eliteprospects.com/player/8674/jochen-hecht,2011-12,nhl,Jochen Hecht,C/LW,FW,0,0.0,0
David Ullström (C/W),New York Islanders,29,4,4,8,0.28,6,-2,https://www.eliteprospects.com/player/6913/david-ullstrom,2011-12,nhl,David Ullström,C/W,FW,0,0.0,0
Cody Eakin (C),Washington Capitals,30,4,4,8,0.27,4,2,https://www.eliteprospects.com/player/23166/cody-eakin,2011-12,nhl,Cody Eakin,C,FW,0,0.0,0
Dale Weise (RW),Vancouver Canucks,68,4,4,8,0.12,81,-1,https://www.eliteprospects.com/player/15727/dale-weise,2011-12,nhl,Dale Weise,RW,FW,0,0.0,0
Ryan Carter (C),totals,72,4,4,8,0.11,90,-13,https://www.eliteprospects.com/player/11746/ryan-carter,2011-12,nhl,Ryan Carter,C,FW,Ryan Carter,4.0,1
Corey Tropp (RW),Buffalo Sabres,34,3,5,8,0.24,20,0,https://www.eliteprospects.com/player/12187/corey-tropp,2011-12,nhl,Corey Tropp,RW,FW,0,0.0,0
Blair Jones (C/RW),totals,43,3,5,8,0.19,18,-1,https://www.eliteprospects.com/player/11041/blair-jones,2011-12,nhl,Blair Jones,C/RW,FW,0,0.0,0
Matt Bradley (RW/LW),Florida Panthers,45,3,5,8,0.18,31,-3,https://www.eliteprospects.com/player/9093/matt-bradley,2011-12,nhl,Matt Bradley,RW/LW,FW,0,0.0,0
Greg Zanon (D),totals,56,3,5,8,0.14,18,3,https://www.eliteprospects.com/player/10220/greg-zanon,2011-12,nhl,Greg Zanon,D,DEF,0,0.0,0
Andreas Nödl (RW),totals,60,3,5,8,0.13,8,-5,https://www.eliteprospects.com/player/11448/andreas-nodl,2011-12,nhl,Andreas Nödl,RW,FW,0,0.0,0
Matt Ellis (LW),Buffalo Sabres,60,3,5,8,0.13,25,-3,https://www.eliteprospects.com/player/10998/matt-ellis,2011-12,nhl,Matt Ellis,LW,FW,0,0.0,0
Scott Nichol (C),St. Louis Blues,80,3,5,8,0.10,83,-5,https://www.eliteprospects.com/player/8748/scott-nichol,2011-12,nhl,Scott Nichol,C,FW,0,0.0,0
Jesse Winchester (C/W),Ottawa Senators,32,2,6,8,0.25,22,2,https://www.eliteprospects.com/player/15310/jesse-winchester,2011-12,nhl,Jesse Winchester,C/W,FW,0,0.0,0
Magnus Pääjärvi (LW/RW),Edmonton Oilers,41,2,6,8,0.20,4,-7,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2011-12,nhl,Magnus Pääjärvi,LW/RW,FW,0,0.0,0
Colin Fraser (C/LW),Los Angeles Kings,67,2,6,8,0.12,67,-2,https://www.eliteprospects.com/player/9504/colin-fraser,2011-12,nhl,Colin Fraser,C/LW,FW,0,0.0,0
Erik Gudbranson (D),Florida Panthers,72,2,6,8,0.11,78,-19,https://www.eliteprospects.com/player/31282/erik-gudbranson,2011-12,nhl,Erik Gudbranson,D,DEF,0,0.0,0
Colton Gillies (C/W),totals,75,2,6,8,0.11,35,-9,https://www.eliteprospects.com/player/11100/colton-gillies,2011-12,nhl,Colton Gillies,C/W,FW,0,0.0,0
Brayden McNabb (D),Buffalo Sabres,25,1,7,8,0.32,15,-1,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2011-12,nhl,Brayden McNabb,D,DEF,0,0.0,0
Steve Staios (D),New York Islanders,65,0,8,8,0.12,53,-19,https://www.eliteprospects.com/player/5677/steve-staios,2011-12,nhl,Steve Staios,D,DEF,0,0.0,0
Nazem Kadri (C),Toronto Maple Leafs,21,5,2,7,0.33,8,2,https://www.eliteprospects.com/player/14728/nazem-kadri,2011-12,nhl,Nazem Kadri,C,FW,0,0.0,0
Kyle Palmieri (RW),Anaheim Ducks,18,4,3,7,0.39,6,3,https://www.eliteprospects.com/player/17508/kyle-palmieri,2011-12,nhl,Kyle Palmieri,RW,FW,0,0.0,0
Mark Olver (C/LW),Colorado Avalanche,24,4,3,7,0.29,15,0,https://www.eliteprospects.com/player/15566/mark-olver,2011-12,nhl,Mark Olver,C/LW,FW,0,0.0,0
Kevin Porter (C/RW),Colorado Avalanche,35,4,3,7,0.20,17,-2,https://www.eliteprospects.com/player/9212/kevin-porter,2011-12,nhl,Kevin Porter,C/RW,FW,0,0.0,0
Nick Palmieri (RW),totals,38,4,3,7,0.18,14,-10,https://www.eliteprospects.com/player/12525/nick-palmieri,2011-12,nhl,Nick Palmieri,RW,FW,0,0.0,0
Marc-André Bourdon (D),Philadelphia Flyers,45,4,3,7,0.16,52,4,https://www.eliteprospects.com/player/19078/marc-andre-bourdon,2011-12,nhl,Marc-André Bourdon,D,DEF,0,0.0,0
Chris Porter (LW),St. Louis Blues,47,4,3,7,0.15,11,-1,https://www.eliteprospects.com/player/14133/chris-porter,2011-12,nhl,Chris Porter,LW,FW,0,0.0,0
Alexander Radulov (RW),Nashville Predators,9,3,4,7,0.78,4,3,https://www.eliteprospects.com/player/8794/alexander-radulov,2011-12,nhl,Alexander Radulov,RW,FW,0,0.0,0
Mike Green (D),Washington Capitals,32,3,4,7,0.22,12,5,https://www.eliteprospects.com/player/9476/mike-green,2011-12,nhl,Mike Green,D,DEF,0,0.0,0
Jonathon Blum (D),Nashville Predators,33,3,4,7,0.21,6,-14,https://www.eliteprospects.com/player/11597/jonathon-blum,2011-12,nhl,Jonathon Blum,D,DEF,0,0.0,0
Mark Flood (D),Winnipeg Jets,33,3,4,7,0.21,10,-1,https://www.eliteprospects.com/player/10403/mark-flood,2011-12,nhl,Mark Flood,D,DEF,0,0.0,0
Brandon Yip (RW/LW),totals,35,3,4,7,0.20,28,1,https://www.eliteprospects.com/player/11887/brandon-yip,2011-12,nhl,Brandon Yip,RW/LW,FW,0,0.0,0
Andrei Loktionov (C),Los Angeles Kings,39,3,4,7,0.18,2,-4,https://www.eliteprospects.com/player/11867/andrei-loktionov,2011-12,nhl,Andrei Loktionov,C,FW,0,0.0,0
Petteri Nokelainen (C),totals,56,3,4,7,0.13,37,-6,https://www.eliteprospects.com/player/4128/petteri-nokelainen,2011-12,nhl,Petteri Nokelainen,C,FW,0,0.0,0
Alexei Yemelin (D),Montréal Canadiens,67,3,4,7,0.10,30,-18,https://www.eliteprospects.com/player/9253/alexei-yemelin,2011-12,nhl,Alexei Yemelin,D,DEF,0,0.0,0
Trevor Lewis (C/RW),Los Angeles Kings,72,3,4,7,0.10,26,-3,https://www.eliteprospects.com/player/10461/trevor-lewis,2011-12,nhl,Trevor Lewis,C/RW,FW,0,0.0,0
Casey Wellman (C/RW),Minnesota Wild,14,2,5,7,0.50,0,-4,https://www.eliteprospects.com/player/17844/casey-wellman,2011-12,nhl,Casey Wellman,C/RW,FW,0,0.0,0
Kent Huskins (D),St. Louis Blues,25,2,5,7,0.28,10,9,https://www.eliteprospects.com/player/10507/kent-huskins,2011-12,nhl,Kent Huskins,D,DEF,Kent Huskins,6.0,1
Cal O'Reilly (C),totals,33,2,5,7,0.21,4,-11,https://www.eliteprospects.com/player/11360/cal-o-reilly,2011-12,nhl,Cal O'Reilly,C,FW,0,0.0,0
Trent Hunter (RW),Los Angeles Kings,38,2,5,7,0.18,8,-4,https://www.eliteprospects.com/player/5215/trent-hunter,2011-12,nhl,Trent Hunter,RW,FW,0,0.0,0
Jake Dowell (C),Dallas Stars,52,2,5,7,0.13,53,-3,https://www.eliteprospects.com/player/9416/jake-dowell,2011-12,nhl,Jake Dowell,C,FW,0,0.0,0
Adam Hall (RW),Tampa Bay Lightning,57,2,5,7,0.12,17,-11,https://www.eliteprospects.com/player/8724/adam-hall,2011-12,nhl,Adam Hall,RW,FW,0,0.0,0
John Moore (D),Columbus Blue Jackets,67,2,5,7,0.10,8,-23,https://www.eliteprospects.com/player/30901/john-moore,2011-12,nhl,John Moore,D,DEF,0,0.0,0
Brendan Smith (D),Detroit Red Wings,14,1,6,7,0.50,13,3,https://www.eliteprospects.com/player/12506/brendan-smith,2011-12,nhl,Brendan Smith,D,DEF,0,0.0,0
Gustav Nyquist (C/W),Detroit Red Wings,18,1,6,7,0.39,2,2,https://www.eliteprospects.com/player/6223/gustav-nyquist,2011-12,nhl,Gustav Nyquist,C/W,FW,0,0.0,0
Dylan Reese (D),New York Islanders,28,1,6,7,0.25,11,0,https://www.eliteprospects.com/player/13412/dylan-reese,2011-12,nhl,Dylan Reese,D,DEF,0,0.0,0
Matt Taormina (D),New Jersey Devils,30,1,6,7,0.23,4,6,https://www.eliteprospects.com/player/33724/matt-taormina,2011-12,nhl,Matt Taormina,D,DEF,0,0.0,0
David Rundblad (D),totals,30,1,6,7,0.23,6,-12,https://www.eliteprospects.com/player/7069/david-rundblad,2011-12,nhl,David Rundblad,D,DEF,0,0.0,0
Marc Methot (D),Columbus Blue Jackets,46,1,6,7,0.15,24,-11,https://www.eliteprospects.com/player/10993/marc-methot,2011-12,nhl,Marc Methot,D,DEF,0,0.0,0
Keith Ballard (D),Vancouver Canucks,47,1,6,7,0.15,64,0,https://www.eliteprospects.com/player/9072/keith-ballard,2011-12,nhl,Keith Ballard,D,DEF,0,0.0,0
Cory Sarich (D),Calgary Flames,62,1,6,7,0.11,66,1,https://www.eliteprospects.com/player/8867/cory-sarich,2011-12,nhl,Cory Sarich,D,DEF,Cory Sarich,2.0,1
Ryan O'Byrne (D),Colorado Avalanche,74,1,6,7,0.09,57,-5,https://www.eliteprospects.com/player/11722/ryan-o-byrne,2011-12,nhl,Ryan O'Byrne,D,DEF,0,0.0,0
