player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Henrik Tallinder (D),New Jersey Devils,25,1,3,4,0.16,10,0,https://www.eliteprospects.com/player/1955/henrik-tallinder,2012-13,nhl,Henrik Tallinder,D,DEF,0,0.0,0
Nicklas Grossmann (D),Philadelphia Flyers,30,1,3,4,0.13,21,-1,https://www.eliteprospects.com/player/2439/nicklas-grossmann,2012-13,nhl,Nicklas Grossmann,D,DEF,0,0.0,0
James Sheppard (C/LW),San Jose Sharks,32,1,3,4,0.13,12,-9,https://www.eliteprospects.com/player/11121/james-sheppard,2012-13,nhl,James Sheppard,C/LW,FW,0,0.0,0
Adam McQuaid (D),Boston Bruins,32,1,3,4,0.13,60,0,https://www.eliteprospects.com/player/11321/adam-mcquaid,2012-13,nhl,Adam McQuaid,D,DEF,0,0.0,0
Thomas Hickey (D),New York Islanders,39,1,3,4,0.10,8,9,https://www.eliteprospects.com/player/11617/thomas-hickey,2012-13,nhl,Thomas Hickey,D,DEF,0,0.0,0
Mike Rupp (W/C),totals,39,1,3,4,0.10,79,-2,https://www.eliteprospects.com/player/8922/mike-rupp,2012-13,nhl,Mike Rupp,W/C,FW,0,0.0,0
Eric Tangradi (LW/C),totals,41,1,3,4,0.10,22,-2,https://www.eliteprospects.com/player/12514/eric-tangradi,2012-13,nhl,Eric Tangradi,LW/C,FW,0,0.0,0
Colton Orr (RW),Toronto Maple Leafs,44,1,3,4,0.09,155,4,https://www.eliteprospects.com/player/8941/colton-orr,2012-13,nhl,Colton Orr,RW,FW,0,0.0,0
Ladislav Smid (D),Edmonton Oilers,48,1,3,4,0.08,55,-1,https://www.eliteprospects.com/player/9225/ladislav-smid,2012-13,nhl,Ladislav Smid,D,DEF,0,0.0,0
Jake Gardiner (D),Toronto Maple Leafs,12,0,4,4,0.33,0,0,https://www.eliteprospects.com/player/18592/jake-gardiner,2012-13,nhl,Jake Gardiner,D,DEF,0,0.0,0
Adam Pardy (D),Buffalo Sabres,17,0,4,4,0.24,14,4,https://www.eliteprospects.com/player/11740/adam-pardy,2012-13,nhl,Adam Pardy,D,DEF,0,0.0,0
Brian Strait (D),New York Islanders,19,0,4,4,0.21,10,4,https://www.eliteprospects.com/player/9313/brian-strait,2012-13,nhl,Brian Strait,D,DEF,0,0.0,0
Shane O'Brien (D),Colorado Avalanche,28,0,4,4,0.14,60,0,https://www.eliteprospects.com/player/10228/shane-o-brien,2012-13,nhl,Shane O'Brien,D,DEF,0,0.0,0
Erik Johnson (D),Colorado Avalanche,31,0,4,4,0.13,18,-3,https://www.eliteprospects.com/player/9207/erik-johnson,2012-13,nhl,Erik Johnson,D,DEF,0,0.0,0
Erik Gudbranson (D),Florida Panthers,32,0,4,4,0.13,47,-22,https://www.eliteprospects.com/player/31282/erik-gudbranson,2012-13,nhl,Erik Gudbranson,D,DEF,0,0.0,0
Adrian Aucoin (D),Columbus Blue Jackets,36,0,4,4,0.11,19,-8,https://www.eliteprospects.com/player/5530/adrian-aucoin,2012-13,nhl,Adrian Aucoin,D,DEF,0,0.0,0
Adam Hall (RW),totals,37,0,4,4,0.11,23,0,https://www.eliteprospects.com/player/8724/adam-hall,2012-13,nhl,Adam Hall,RW,FW,0,0.0,0
Tyson Strachan (D),Florida Panthers,38,0,4,4,0.11,40,-13,https://www.eliteprospects.com/player/15420/tyson-strachan,2012-13,nhl,Tyson Strachan,D,DEF,0,0.0,0
Robyn Regehr (D),totals,41,0,4,4,0.10,23,-4,https://www.eliteprospects.com/player/8913/robyn-regehr,2012-13,nhl,Robyn Regehr,D,DEF,0,0.0,0
Aaron Gagnon (C/RW),Winnipeg Jets,10,3,0,3,0.30,2,2,https://www.eliteprospects.com/player/9498/aaron-gagnon,2012-13,nhl,Aaron Gagnon,C/RW,FW,0,0.0,0
Radek Martínek (D),New York Islanders,13,3,0,3,0.23,4,-2,https://www.eliteprospects.com/player/8694/radek-martinek,2012-13,nhl,Radek Martínek,D,DEF,0,0.0,0
Brian McGrattan (RW),totals,21,3,0,3,0.14,49,-4,https://www.eliteprospects.com/player/8976/brian-mcgrattan,2012-13,nhl,Brian McGrattan,RW,FW,0,0.0,0
Tom Sestito (LW),totals,30,3,0,3,0.10,65,-2,https://www.eliteprospects.com/player/12269/tom-sestito,2012-13,nhl,Tom Sestito,LW,FW,0,0.0,0
Todd Bertuzzi (RW/LW),Detroit Red Wings,7,2,1,3,0.43,2,3,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2012-13,nhl,Todd Bertuzzi,RW/LW,FW,0,0.0,0
Pat Maroon (LW),Anaheim Ducks,13,2,1,3,0.23,10,-1,https://www.eliteprospects.com/player/12063/pat-maroon,2012-13,nhl,Pat Maroon,LW,FW,0,0.0,0
Oliver Lauridsen (D),Philadelphia Flyers,15,2,1,3,0.20,34,0,https://www.eliteprospects.com/player/6660/oliver-lauridsen,2012-13,nhl,Oliver Lauridsen,D,DEF,0,0.0,0
Pierre-Cédric Labrie (LW),Tampa Bay Lightning,19,2,1,3,0.16,30,2,https://www.eliteprospects.com/player/14332/pierre-cedric-labrie,2012-13,nhl,Pierre-Cédric Labrie,LW,FW,0,0.0,0
Korbinian Holzer (D),Toronto Maple Leafs,22,2,1,3,0.14,28,-12,https://www.eliteprospects.com/player/12276/korbinian-holzer,2012-13,nhl,Korbinian Holzer,D,DEF,0,0.0,0
Chris Kreider (LW),New York Rangers,23,2,1,3,0.13,6,-1,https://www.eliteprospects.com/player/37998/chris-kreider,2012-13,nhl,Chris Kreider,LW,FW,0,0.0,0
Daniel Carcillo (LW),Chicago Blackhawks,23,2,1,3,0.13,11,1,https://www.eliteprospects.com/player/9468/daniel-carcillo,2012-13,nhl,Daniel Carcillo,LW,FW,0,0.0,0
Andrew Desjardins (W/C),San Jose Sharks,42,2,1,3,0.07,61,-6,https://www.eliteprospects.com/player/14631/andrew-desjardins,2012-13,nhl,Andrew Desjardins,W/C,FW,0,0.0,0
Mark Cundari (D),Calgary Flames,4,1,2,3,0.75,2,-2,https://www.eliteprospects.com/player/14361/mark-cundari,2012-13,nhl,Mark Cundari,D,DEF,0,0.0,0
Zac Dalpe (C/RW),Carolina Hurricanes,10,1,2,3,0.30,0,-7,https://www.eliteprospects.com/player/18240/zac-dalpe,2012-13,nhl,Zac Dalpe,C/RW,FW,0,0.0,0
Gabriel Dumont (C/RW),Montréal Canadiens,10,1,2,3,0.30,13,1,https://www.eliteprospects.com/player/36736/gabriel-dumont,2012-13,nhl,Gabriel Dumont,C/RW,FW,0,0.0,0
Max Reinhart (C),Calgary Flames,11,1,2,3,0.27,4,-3,https://www.eliteprospects.com/player/30443/max-reinhart,2012-13,nhl,Max Reinhart,C,FW,0,0.0,0
David Booth (LW/RW),Vancouver Canucks,12,1,2,3,0.25,4,-3,https://www.eliteprospects.com/player/9402/david-booth,2012-13,nhl,David Booth,LW/RW,FW,0,0.0,0
Jordan Caron (RW/LW),Boston Bruins,17,1,2,3,0.18,4,1,https://www.eliteprospects.com/player/32870/jordan-caron,2012-13,nhl,Jordan Caron,RW/LW,FW,0,0.0,0
Stefan Matteau (C/LW),New Jersey Devils,17,1,2,3,0.18,6,-1,https://www.eliteprospects.com/player/77561/stefan-matteau,2012-13,nhl,Stefan Matteau,C/LW,FW,0,0.0,0
Jacob Josefson (C),New Jersey Devils,22,1,2,3,0.14,2,-10,https://www.eliteprospects.com/player/7655/jacob-josefson,2012-13,nhl,Jacob Josefson,C,FW,0,0.0,0
Jason Demers (D),San Jose Sharks,22,1,2,3,0.14,10,-4,https://www.eliteprospects.com/player/12154/jason-demers,2012-13,nhl,Jason Demers,D,DEF,0,0.0,0
Teemu Hartikainen (C/W),Edmonton Oilers,23,1,2,3,0.13,6,-8,https://www.eliteprospects.com/player/11365/teemu-hartikainen,2012-13,nhl,Teemu Hartikainen,C/W,FW,0,0.0,0
Kyle Quincey (D),Detroit Red Wings,36,1,2,3,0.08,18,7,https://www.eliteprospects.com/player/10366/kyle-quincey,2012-13,nhl,Kyle Quincey,D,DEF,0,0.0,0
Jeff Halpern (C),totals,46,1,2,3,0.07,10,-8,https://www.eliteprospects.com/player/8776/jeff-halpern,2012-13,nhl,Jeff Halpern,C,FW,0,0.0,0
Adam Burish (RW/LW),San Jose Sharks,46,1,2,3,0.07,25,-7,https://www.eliteprospects.com/player/10196/adam-burish,2012-13,nhl,Adam Burish,RW/LW,FW,0,0.0,0
Tomas Kaberle (D),Montréal Canadiens,10,0,3,3,0.30,0,4,https://www.eliteprospects.com/player/8542/tomas-kaberle,2012-13,nhl,Tomas Kaberle,D,DEF,0,0.0,0
Ryan Wilson (D),Colorado Avalanche,12,0,3,3,0.25,8,4,https://www.eliteprospects.com/player/13843/ryan-wilson,2012-13,nhl,Ryan Wilson,D,DEF,0,0.0,0
Éric Bélanger (C),Edmonton Oilers,26,0,3,3,0.12,10,-1,https://www.eliteprospects.com/player/8758/eric-belanger,2012-13,nhl,Éric Bélanger,C,FW,0,0.0,0
Jeff Schultz (D),Washington Capitals,26,0,3,3,0.12,12,-6,https://www.eliteprospects.com/player/9490/jeff-schultz,2012-13,nhl,Jeff Schultz,D,DEF,0,0.0,0
Peter Regin (C),Ottawa Senators,27,0,3,3,0.11,8,-4,https://www.eliteprospects.com/player/4104/peter-regin,2012-13,nhl,Peter Regin,C,FW,0,0.0,0
Tim Brent (C),Carolina Hurricanes,30,0,3,3,0.10,8,-3,https://www.eliteprospects.com/player/9508/tim-brent,2012-13,nhl,Tim Brent,C,FW,0,0.0,0
Steve Eminger (D),New York Rangers,35,0,3,3,0.09,8,9,https://www.eliteprospects.com/player/9147/steve-eminger,2012-13,nhl,Steve Eminger,D,DEF,0,0.0,0
Justin Falk (D),Minnesota Wild,36,0,3,3,0.08,40,-9,https://www.eliteprospects.com/player/12543/justin-falk,2012-13,nhl,Justin Falk,D,DEF,0,0.0,0
Keaton Ellerby (D),totals,44,0,3,3,0.07,52,3,https://www.eliteprospects.com/player/9333/keaton-ellerby,2012-13,nhl,Keaton Ellerby,D,DEF,0,0.0,0
Sami Vatanen (D),Anaheim Ducks,8,2,0,2,0.25,0,3,https://www.eliteprospects.com/player/16044/sami-vatanen,2012-13,nhl,Sami Vatanen,D,DEF,0,0.0,0
Lane MacDermid (LW),totals,9,2,0,2,0.22,19,1,https://www.eliteprospects.com/player/23003/lane-macdermid,2012-13,nhl,Lane MacDermid,LW,FW,0,0.0,0
Dave Dziurzynski (LW),Ottawa Senators,12,2,0,2,0.17,13,-1,https://www.eliteprospects.com/player/45871/dave-dziurzynski,2012-13,nhl,Dave Dziurzynski,LW,FW,0,0.0,0
Tim Kennedy (C/LW),San Jose Sharks,13,2,0,2,0.15,2,-3,https://www.eliteprospects.com/player/11412/tim-kennedy,2012-13,nhl,Tim Kennedy,C/LW,FW,0,0.0,0
Joey Crabb (RW),Washington Capitals,26,2,0,2,0.08,8,-1,https://www.eliteprospects.com/player/9395/joey-crabb,2012-13,nhl,Joey Crabb,RW,FW,0,0.0,0
Arron Asham (RW),New York Rangers,27,2,0,2,0.07,50,2,https://www.eliteprospects.com/player/8791/arron-asham,2012-13,nhl,Arron Asham,RW,FW,0,0.0,0
Anders Lee (LW),New York Islanders,2,1,1,2,1.00,0,-3,https://www.eliteprospects.com/player/19068/anders-lee,2012-13,nhl,Anders Lee,LW,FW,0,0.0,0
Jeremy Morin (RW/LW),Chicago Blackhawks,3,1,1,2,0.67,0,1,https://www.eliteprospects.com/player/17507/jeremy-morin,2012-13,nhl,Jeremy Morin,RW/LW,FW,0,0.0,0
Stéphane Da Costa (C),Ottawa Senators,9,1,1,2,0.22,0,-4,https://www.eliteprospects.com/player/14394/stephane-da-costa,2012-13,nhl,Stéphane Da Costa,C,FW,0,0.0,0
Matt Fraser (RW/LW),Dallas Stars,12,1,1,2,0.17,0,0,https://www.eliteprospects.com/player/37148/matt-fraser,2012-13,nhl,Matt Fraser,RW/LW,FW,0,0.0,0
Chris Conner (RW/LW),Phoenix Coyotes,12,1,1,2,0.17,2,3,https://www.eliteprospects.com/player/10995/chris-conner,2012-13,nhl,Chris Conner,RW/LW,FW,0,0.0,0
Zach Boychuk (C/LW),totals,13,1,1,2,0.15,6,-1,https://www.eliteprospects.com/player/11057/zach-boychuk,2012-13,nhl,Zach Boychuk,C/LW,FW,0,0.0,0
Brad Malone (C/LW),Colorado Avalanche,13,1,1,2,0.15,16,-7,https://www.eliteprospects.com/player/12188/brad-malone,2012-13,nhl,Brad Malone,C/LW,FW,0,0.0,0
Ben Eager (LW),Edmonton Oilers,14,1,1,2,0.14,25,-4,https://www.eliteprospects.com/player/8825/ben-eager,2012-13,nhl,Ben Eager,LW,FW,0,0.0,0
Brad Staubitz (RW),Anaheim Ducks,15,1,1,2,0.13,41,0,https://www.eliteprospects.com/player/10642/brad-staubitz,2012-13,nhl,Brad Staubitz,RW,FW,0,0.0,0
Jim Slater (C),Winnipeg Jets,26,1,1,2,0.08,19,-3,https://www.eliteprospects.com/player/8562/jim-slater,2012-13,nhl,Jim Slater,C,FW,0,0.0,0
Colton Gillies (C/W),Columbus Blue Jackets,27,1,1,2,0.07,17,1,https://www.eliteprospects.com/player/11100/colton-gillies,2012-13,nhl,Colton Gillies,C/W,FW,0,0.0,0
Tim Wallace (C/RW),Carolina Hurricanes,28,1,1,2,0.07,17,-9,https://www.eliteprospects.com/player/9409/tim-wallace,2012-13,nhl,Tim Wallace,C/RW,FW,0,0.0,0
Aaron Volpatti (LW/RW),totals,33,1,1,2,0.06,35,-2,https://www.eliteprospects.com/player/39059/aaron-volpatti,2012-13,nhl,Aaron Volpatti,LW/RW,FW,0,0.0,0
George Parros (RW),Florida Panthers,39,1,1,2,0.05,57,-15,https://www.eliteprospects.com/player/8907/george-parros,2012-13,nhl,George Parros,RW,FW,George Parros,10.0,1
George Parros (RW),Florida Panthers,39,1,1,2,0.05,57,-15,https://www.eliteprospects.com/player/8907/george-parros,2012-13,nhl,George Parros,RW,FW,George Parros,12.0,1
Mike Brown (RW),totals,39,1,1,2,0.05,123,-7,https://www.eliteprospects.com/player/9412/mike-brown,2012-13,nhl,Mike Brown,RW,FW,0,0.0,0
Tanner Glass (LW),Pittsburgh Penguins,48,1,1,2,0.04,62,-11,https://www.eliteprospects.com/player/14085/tanner-glass,2012-13,nhl,Tanner Glass,LW,FW,0,0.0,0
Matt Tennyson (D),San Jose Sharks,4,0,2,2,0.50,2,2,https://www.eliteprospects.com/player/37796/matt-tennyson,2012-13,nhl,Matt Tennyson,D,DEF,0,0.0,0
Anthony Peluso (RW),Winnipeg Jets,5,0,2,2,0.40,14,1,https://www.eliteprospects.com/player/15038/anthony-peluso,2012-13,nhl,Anthony Peluso,RW,FW,0,0.0,0
Nathan Beaulieu (D),Montréal Canadiens,6,0,2,2,0.33,0,5,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2012-13,nhl,Nathan Beaulieu,D,DEF,0,0.0,0
Brandon Manning (D),Philadelphia Flyers,6,0,2,2,0.33,0,4,https://www.eliteprospects.com/player/23346/brandon-manning,2012-13,nhl,Brandon Manning,D,DEF,0,0.0,0
Yannick Weber (D),Montréal Canadiens,6,0,2,2,0.33,2,-1,https://www.eliteprospects.com/player/10615/yannick-weber,2012-13,nhl,Yannick Weber,D,DEF,0,0.0,0
Carl Söderberg (C),Boston Bruins,6,0,2,2,0.33,6,-2,https://www.eliteprospects.com/player/665/carl-soderberg,2012-13,nhl,Carl Söderberg,C,FW,0,0.0,0
Jesse Joensuu (LW),New York Islanders,7,0,2,2,0.29,6,2,https://www.eliteprospects.com/player/4218/jesse-joensuu,2012-13,nhl,Jesse Joensuu,LW,FW,0,0.0,0
Daniel Bång (LW/RW),Nashville Predators,8,0,2,2,0.25,0,-2,https://www.eliteprospects.com/player/4524/daniel-bang,2012-13,nhl,Daniel Bång,LW/RW,FW,0,0.0,0
Jarred Tinordi (D),Montréal Canadiens,8,0,2,2,0.25,2,5,https://www.eliteprospects.com/player/20706/jarred-tinordi,2012-13,nhl,Jarred Tinordi,D,DEF,0,0.0,0
Brett Bellemore (D),Carolina Hurricanes,8,0,2,2,0.25,7,-2,https://www.eliteprospects.com/player/14729/brett-bellemore,2012-13,nhl,Brett Bellemore,D,DEF,Brett Bellemore,6.0,1
David Van Der Gulik (LW/RW),Colorado Avalanche,9,0,2,2,0.22,6,2,https://www.eliteprospects.com/player/11743/david-van-der-gulik,2012-13,nhl,David Van Der Gulik,LW/RW,FW,0,0.0,0
Ryan Hamilton (LW),Toronto Maple Leafs,10,0,2,2,0.20,0,1,https://www.eliteprospects.com/player/11769/ryan-hamilton,2012-13,nhl,Ryan Hamilton,LW,FW,0,0.0,0
Andrej Meszaros (D),Philadelphia Flyers,11,0,2,2,0.18,2,-9,https://www.eliteprospects.com/player/8664/andrej-meszaros,2012-13,nhl,Andrej Meszaros,D,DEF,0,0.0,0
Matt Bartkowski (D),Boston Bruins,11,0,2,2,0.18,6,0,https://www.eliteprospects.com/player/16707/matt-bartkowski,2012-13,nhl,Matt Bartkowski,D,DEF,0,0.0,0
Cam Barker (D),Vancouver Canucks,14,0,2,2,0.14,4,-3,https://www.eliteprospects.com/player/9198/cam-barker,2012-13,nhl,Cam Barker,D,DEF,0,0.0,0
Tom Poti (D),Washington Capitals,16,0,2,2,0.13,2,-2,https://www.eliteprospects.com/player/8918/tom-poti,2012-13,nhl,Tom Poti,D,DEF,0,0.0,0
Jamie Oleksiak (D),Dallas Stars,16,0,2,2,0.13,14,-5,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2012-13,nhl,Jamie Oleksiak,D,DEF,0,0.0,0
Jamal Mayers (RW),Chicago Blackhawks,19,0,2,2,0.11,16,2,https://www.eliteprospects.com/player/5373/jamal-mayers,2012-13,nhl,Jamal Mayers,RW,FW,0,0.0,0
Matt Carkner (D),New York Islanders,22,0,2,2,0.09,46,-2,https://www.eliteprospects.com/player/9107/matt-carkner,2012-13,nhl,Matt Carkner,D,DEF,0,0.0,0
Cory Sarich (D),Calgary Flames,28,0,2,2,0.07,16,-8,https://www.eliteprospects.com/player/8867/cory-sarich,2012-13,nhl,Cory Sarich,D,DEF,0,0.0,0
Zbynek Michalek (D),Phoenix Coyotes,34,0,2,2,0.06,14,4,https://www.eliteprospects.com/player/8588/zbynek-michalek,2012-13,nhl,Zbynek Michalek,D,DEF,0,0.0,0
Keith Ballard (D),Vancouver Canucks,36,0,2,2,0.06,29,-2,https://www.eliteprospects.com/player/9072/keith-ballard,2012-13,nhl,Keith Ballard,D,DEF,Keith Ballard,7.0,1
Bryce Salvador (D),New Jersey Devils,39,0,2,2,0.05,22,-12,https://www.eliteprospects.com/player/8864/bryce-salvador,2012-13,nhl,Bryce Salvador,D,DEF,0,0.0,0
Jason Akeson (RW),Philadelphia Flyers,1,1,0,1,1.00,0,2,https://www.eliteprospects.com/player/18628/jason-akeson,2012-13,nhl,Jason Akeson,RW,FW,0,0.0,0
Ben Smith (RW/C),Chicago Blackhawks,1,1,0,1,1.00,1,0,https://www.eliteprospects.com/player/15068/ben-smith,2012-13,nhl,Ben Smith,RW/C,FW,0,0.0,0
Chris Terry (LW),Carolina Hurricanes,3,1,0,1,0.33,0,0,https://www.eliteprospects.com/player/14370/chris-terry,2012-13,nhl,Chris Terry,LW,FW,0,0.0,0
Kevin Henderson (LW/C),Nashville Predators,4,1,0,1,0.25,0,-1,https://www.eliteprospects.com/player/24098/kevin-henderson,2012-13,nhl,Kevin Henderson,LW/C,FW,0,0.0,0
Luke Adam (C/LW),Buffalo Sabres,4,1,0,1,0.25,2,1,https://www.eliteprospects.com/player/13785/luke-adam,2012-13,nhl,Luke Adam,C/LW,FW,0,0.0,0
Brett Connolly (RW),Tampa Bay Lightning,5,1,0,1,0.20,0,-3,https://www.eliteprospects.com/player/23297/brett-connolly,2012-13,nhl,Brett Connolly,RW,FW,0,0.0,0
Ben Hanowski (RW/LW),Calgary Flames,5,1,0,1,0.20,0,0,https://www.eliteprospects.com/player/38066/ben-hanowski,2012-13,nhl,Ben Hanowski,RW/LW,FW,0,0.0,0
Austin Watson (W/C),Nashville Predators,6,1,0,1,0.17,0,-2,https://www.eliteprospects.com/player/33753/austin-watson,2012-13,nhl,Austin Watson,W/C,FW,0,0.0,0
Marco Scandella (D),Minnesota Wild,6,1,0,1,0.17,4,-1,https://www.eliteprospects.com/player/17520/marco-scandella,2012-13,nhl,Marco Scandella,D,DEF,0,0.0,0
Jared Cowen (D),Ottawa Senators,7,1,0,1,0.14,10,1,https://www.eliteprospects.com/player/12107/jared-cowen,2012-13,nhl,Jared Cowen,D,DEF,0,0.0,0
Greg Rallo (C),Florida Panthers,10,1,0,1,0.10,2,-5,https://www.eliteprospects.com/player/11521/greg-rallo,2012-13,nhl,Greg Rallo,C,FW,0,0.0,0
Cody Goloubef (D),Columbus Blue Jackets,11,1,0,1,0.09,0,-3,https://www.eliteprospects.com/player/18594/cody-goloubef,2012-13,nhl,Cody Goloubef,D,DEF,0,0.0,0
Nick Bjugstad (C/RW),Florida Panthers,11,1,0,1,0.09,2,-8,https://www.eliteprospects.com/player/40265/nick-bjugstad,2012-13,nhl,Nick Bjugstad,C/RW,FW,Nick Bjugstad,5.0,1
Jay Rosehill (LW),Philadelphia Flyers,11,1,0,1,0.09,64,-4,https://www.eliteprospects.com/player/8926/jay-rosehill,2012-13,nhl,Jay Rosehill,LW,FW,0,0.0,0
Tom Kostopoulos (RW/LW),New Jersey Devils,15,1,0,1,0.07,18,0,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2012-13,nhl,Tom Kostopoulos,RW/LW,FW,0,0.0,0
Matt Kassian (LW),Ottawa Senators,15,1,0,1,0.07,37,0,https://www.eliteprospects.com/player/12387/matt-kassian,2012-13,nhl,Matt Kassian,LW,FW,0,0.0,0
Tom Wandell (C),Dallas Stars,18,1,0,1,0.06,4,0,https://www.eliteprospects.com/player/2021/tom-wandell,2012-13,nhl,Tom Wandell,C,FW,0,0.0,0
Sheldon Brookbank (D),Chicago Blackhawks,26,1,0,1,0.04,21,-2,https://www.eliteprospects.com/player/11016/sheldon-brookbank,2012-13,nhl,Sheldon Brookbank,D,DEF,0,0.0,0
Ryan White (C/RW),Montréal Canadiens,26,1,0,1,0.04,67,1,https://www.eliteprospects.com/player/11050/ryan-white,2012-13,nhl,Ryan White,C/RW,FW,0,0.0,0
Scott Nichol (C),St. Louis Blues,30,1,0,1,0.03,25,-2,https://www.eliteprospects.com/player/8748/scott-nichol,2012-13,nhl,Scott Nichol,C,FW,0,0.0,0
Patrick Kaleta (RW),Buffalo Sabres,34,1,0,1,0.03,67,-4,https://www.eliteprospects.com/player/10990/patrick-kaleta,2012-13,nhl,Patrick Kaleta,RW,FW,0,0.0,0
Colton Sceviour (C/W),Dallas Stars,1,0,1,1,1.00,0,-1,https://www.eliteprospects.com/player/12557/colton-sceviour,2012-13,nhl,Colton Sceviour,C/W,FW,0,0.0,0
Torey Krug (D),Boston Bruins,1,0,1,1,1.00,0,-1,https://www.eliteprospects.com/player/37747/torey-krug,2012-13,nhl,Torey Krug,D,DEF,0,0.0,0
Joonas Rask (RW),Nashville Predators,2,0,1,1,0.50,0,-1,https://www.eliteprospects.com/player/16049/joonas-rask,2012-13,nhl,Joonas Rask,RW,FW,0,0.0,0
Matt Anderson (RW/C),New Jersey Devils,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/13432/matt-anderson,2012-13,nhl,Matt Anderson,RW/C,FW,0,0.0,0
Steve Downie (RW),Colorado Avalanche,2,0,1,1,0.50,6,1,https://www.eliteprospects.com/player/9186/steve-downie,2012-13,nhl,Steve Downie,RW,FW,Steve Downie,4.0,1
Eric Selleck (LW/RW),Florida Panthers,2,0,1,1,0.50,17,2,https://www.eliteprospects.com/player/55167/eric-selleck,2012-13,nhl,Eric Selleck,LW/RW,FW,0,0.0,0
Mikael Samuelsson (RW),Detroit Red Wings,4,0,1,1,0.25,0,-3,https://www.eliteprospects.com/player/736/mikael-samuelsson,2012-13,nhl,Mikael Samuelsson,RW,FW,0,0.0,0
Jamie Langenbrunner (RW),St. Louis Blues,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2012-13,nhl,Jamie Langenbrunner,RW,FW,0,0.0,0
Benn Ferriero (RW),New York Rangers,4,0,1,1,0.25,0,0,https://www.eliteprospects.com/player/9378/benn-ferriero,2012-13,nhl,Benn Ferriero,RW,FW,0,0.0,0
Paul Byron (LW/C),Calgary Flames,4,0,1,1,0.25,2,-2,https://www.eliteprospects.com/player/15036/paul-byron,2012-13,nhl,Paul Byron,LW/C,FW,0,0.0,0
Mattias Tedenby (LW),New Jersey Devils,4,0,1,1,0.25,2,0,https://www.eliteprospects.com/player/6013/mattias-tedenby,2012-13,nhl,Mattias Tedenby,LW,FW,0,0.0,0
Brendan Mikkelson (D),Tampa Bay Lightning,4,0,1,1,0.25,6,1,https://www.eliteprospects.com/player/9355/brendan-mikkelson,2012-13,nhl,Brendan Mikkelson,D,DEF,0,0.0,0
Dmitri Orlov (D),Washington Capitals,5,0,1,1,0.20,0,5,https://www.eliteprospects.com/player/17758/dmitri-orlov,2012-13,nhl,Dmitri Orlov,D,DEF,0,0.0,0
Filip Forsberg (W/C),Nashville Predators,5,0,1,1,0.20,0,-5,https://www.eliteprospects.com/player/29626/filip-forsberg,2012-13,nhl,Filip Forsberg,W/C,FW,0,0.0,0
Jeremy Welsh (C/LW),Carolina Hurricanes,5,0,1,1,0.20,0,1,https://www.eliteprospects.com/player/37737/jeremy-welsh,2012-13,nhl,Jeremy Welsh,C/LW,FW,0,0.0,0
Matt Greene (D),Los Angeles Kings,5,0,1,1,0.20,8,-1,https://www.eliteprospects.com/player/9170/matt-greene,2012-13,nhl,Matt Greene,D,DEF,Matt Greene,6.0,1
Kris Newbury (C/LW),New York Rangers,5,0,1,1,0.20,9,1,https://www.eliteprospects.com/player/11039/kris-newbury,2012-13,nhl,Kris Newbury,C/LW,FW,0,0.0,0
Ed Jovanovski (D),Florida Panthers,6,0,1,1,0.17,0,-4,https://www.eliteprospects.com/player/9035/ed-jovanovski,2012-13,nhl,Ed Jovanovski,D,DEF,0,0.0,0
Ben Street (C/LW),Calgary Flames,6,0,1,1,0.17,0,-1,https://www.eliteprospects.com/player/12378/ben-street,2012-13,nhl,Ben Street,C/LW,FW,0,0.0,0
Carlo Colaiacovo (D),Detroit Red Wings,6,0,1,1,0.17,2,-4,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2012-13,nhl,Carlo Colaiacovo,D,DEF,0,0.0,0
Brandon McMillan (C/LW),Anaheim Ducks,6,0,1,1,0.17,2,-1,https://www.eliteprospects.com/player/14741/brandon-mcmillan,2012-13,nhl,Brandon McMillan,C/LW,FW,0,0.0,0
Anton Babchuk (D),Calgary Flames,7,0,1,1,0.14,0,-1,https://www.eliteprospects.com/player/8655/anton-babchuk,2012-13,nhl,Anton Babchuk,D,DEF,0,0.0,0
Harry Zolnierczyk (LW/RW),Philadelphia Flyers,7,0,1,1,0.14,36,0,https://www.eliteprospects.com/player/39068/harry-zolnierczyk,2012-13,nhl,Harry Zolnierczyk,LW/RW,FW,0,0.0,0
Brett Clark (D),Minnesota Wild,8,0,1,1,0.13,0,-9,https://www.eliteprospects.com/player/9113/brett-clark,2012-13,nhl,Brett Clark,D,DEF,0,0.0,0
David Rundblad (D),Phoenix Coyotes,8,0,1,1,0.13,0,-5,https://www.eliteprospects.com/player/7069/david-rundblad,2012-13,nhl,David Rundblad,D,DEF,0,0.0,0
