player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Teemu Selänne (RW),Anaheim Ducks,46,12,12,24,0.52,28,-10,https://www.eliteprospects.com/player/2683/teemu-selanne,2012-13,nhl,Teemu Selänne,RW,FW,0,0.0,0
Matt Read (RW/LW),Philadelphia Flyers,42,11,13,24,0.57,2,1,https://www.eliteprospects.com/player/33243/matt-read,2012-13,nhl,Matt Read,RW/LW,FW,Matt Read,6.0,1
Carl Hagelin (LW),New York Rangers,48,10,14,24,0.50,18,10,https://www.eliteprospects.com/player/4567/carl-hagelin,2012-13,nhl,Carl Hagelin,LW,FW,0,0.0,0
Paul Stastny (C),Colorado Avalanche,40,9,15,24,0.60,14,-7,https://www.eliteprospects.com/player/10212/paul-stastny,2012-13,nhl,Paul Stastny,C,FW,0,0.0,0
Steve Ott (C/W),Buffalo Sabres,48,9,15,24,0.50,93,3,https://www.eliteprospects.com/player/8944/steve-ott,2012-13,nhl,Steve Ott,C/W,FW,0,0.0,0
Cody Eakin (C),Dallas Stars,48,7,17,24,0.50,31,1,https://www.eliteprospects.com/player/23166/cody-eakin,2012-13,nhl,Cody Eakin,C,FW,0,0.0,0
François Beauchemin (D),Anaheim Ducks,48,6,18,24,0.50,22,19,https://www.eliteprospects.com/player/8529/francois-beauchemin,2012-13,nhl,François Beauchemin,D,DEF,0,0.0,0
Martin Erat (RW/LW),totals,45,5,19,24,0.53,30,-7,https://www.eliteprospects.com/player/8611/martin-erat,2012-13,nhl,Martin Erat,RW/LW,FW,0,0.0,0
Alex Pietrangelo (D),St. Louis Blues,47,5,19,24,0.51,10,0,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2012-13,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
Ryan Nugent-Hopkins (C),Edmonton Oilers,40,4,20,24,0.60,8,3,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2012-13,nhl,Ryan Nugent-Hopkins,C,FW,0,0.0,0
Dan Hamhuis (D),Vancouver Canucks,47,4,20,24,0.51,12,9,https://www.eliteprospects.com/player/9040/dan-hamhuis,2012-13,nhl,Dan Hamhuis,D,DEF,0,0.0,0
Kyle Okposo (RW/C),New York Islanders,48,4,20,24,0.50,38,-2,https://www.eliteprospects.com/player/10458/kyle-okposo,2012-13,nhl,Kyle Okposo,RW/C,FW,0,0.0,0
Oliver Ekman Larsson (D),Phoenix Coyotes,48,3,21,24,0.50,26,5,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2012-13,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Andrew Cogliano (C/LW),Anaheim Ducks,48,13,10,23,0.48,6,14,https://www.eliteprospects.com/player/9187/andrew-cogliano,2012-13,nhl,Andrew Cogliano,C/LW,FW,0,0.0,0
Martin Hanzal (C),Phoenix Coyotes,39,11,12,23,0.59,24,2,https://www.eliteprospects.com/player/9237/martin-hanzal,2012-13,nhl,Martin Hanzal,C,FW,0,0.0,0
Viktor Stålberg (LW/RW),Chicago Blackhawks,47,9,14,23,0.49,25,16,https://www.eliteprospects.com/player/4202/viktor-stalberg,2012-13,nhl,Viktor Stålberg,LW/RW,FW,0,0.0,0
Bryan Bickell (LW),Chicago Blackhawks,48,9,14,23,0.48,25,12,https://www.eliteprospects.com/player/11346/bryan-bickell,2012-13,nhl,Bryan Bickell,LW,FW,0,0.0,0
Nikolai Kulyomin (LW/RW),Toronto Maple Leafs,48,7,16,23,0.48,22,-5,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2012-13,nhl,Nikolai Kulyomin,LW/RW,FW,0,0.0,0
Paul Martin (D),Pittsburgh Penguins,34,6,17,23,0.68,16,14,https://www.eliteprospects.com/player/8778/paul-martin,2012-13,nhl,Paul Martin,D,DEF,0,0.0,0
Matt Stajan (C),Calgary Flames,43,5,18,23,0.53,26,7,https://www.eliteprospects.com/player/8889/matt-stajan,2012-13,nhl,Matt Stajan,C,FW,0,0.0,0
Kevin Shattenkirk (D),St. Louis Blues,48,5,18,23,0.48,20,2,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2012-13,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Nathan Horton (RW),Boston Bruins,43,13,9,22,0.51,22,1,https://www.eliteprospects.com/player/3657/nathan-horton,2012-13,nhl,Nathan Horton,RW,FW,0,0.0,0
Jussi Jokinen (W/C),totals,43,13,9,22,0.51,24,-5,https://www.eliteprospects.com/player/2716/jussi-jokinen,2012-13,nhl,Jussi Jokinen,W/C,FW,0,0.0,0
Jamie McGinn (LW),Colorado Avalanche,47,11,11,22,0.47,26,-13,https://www.eliteprospects.com/player/9336/jamie-mcginn,2012-13,nhl,Jamie McGinn,LW,FW,0,0.0,0
Mason Raymond (LW/RW),Vancouver Canucks,46,10,12,22,0.48,16,2,https://www.eliteprospects.com/player/11354/mason-raymond,2012-13,nhl,Mason Raymond,LW/RW,FW,0,0.0,0
Alexander Edler (D),Vancouver Canucks,45,8,14,22,0.49,37,-5,https://www.eliteprospects.com/player/4081/alexander-edler,2012-13,nhl,Alexander Edler,D,DEF,0,0.0,0
Jay Bouwmeester (D),totals,47,7,15,22,0.47,22,-6,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2012-13,nhl,Jay Bouwmeester,D,DEF,0,0.0,0
Marcus Johansson (C/LW),Washington Capitals,34,6,16,22,0.65,4,3,https://www.eliteprospects.com/player/6225/marcus-johansson,2012-13,nhl,Marcus Johansson,C/LW,FW,0,0.0,0
Dennis Wideman (D),Calgary Flames,46,6,16,22,0.48,12,-9,https://www.eliteprospects.com/player/8826/dennis-wideman,2012-13,nhl,Dennis Wideman,D,DEF,0,0.0,0
John Carlson (D),Washington Capitals,48,6,16,22,0.46,18,11,https://www.eliteprospects.com/player/18590/john-carlson,2012-13,nhl,John Carlson,D,DEF,0,0.0,0
Drew Doughty (D),Los Angeles Kings,48,6,16,22,0.46,36,4,https://www.eliteprospects.com/player/10430/drew-doughty,2012-13,nhl,Drew Doughty,D,DEF,0,0.0,0
Christian Ehrhoff (D),Buffalo Sabres,47,5,17,22,0.47,34,6,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2012-13,nhl,Christian Ehrhoff,D,DEF,0,0.0,0
Matt Carle (D),Tampa Bay Lightning,48,5,17,22,0.46,4,1,https://www.eliteprospects.com/player/9108/matt-carle,2012-13,nhl,Matt Carle,D,DEF,0,0.0,0
Fyodor Tyutin (D),Columbus Blue Jackets,48,4,18,22,0.46,28,9,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2012-13,nhl,Fyodor Tyutin,D,DEF,0,0.0,0
Michael Grabner (LW/RW),New York Islanders,45,16,5,21,0.47,12,4,https://www.eliteprospects.com/player/8494/michael-grabner,2012-13,nhl,Michael Grabner,LW/RW,FW,Michael Grabner,9.0,1
Shawn Matthias (LW),Florida Panthers,48,14,7,21,0.44,16,-8,https://www.eliteprospects.com/player/9345/shawn-matthias,2012-13,nhl,Shawn Matthias,LW,FW,0,0.0,0
Antoine Vermette (C),Phoenix Coyotes,48,13,8,21,0.44,36,-3,https://www.eliteprospects.com/player/8840/antoine-vermette,2012-13,nhl,Antoine Vermette,C,FW,0,0.0,0
Dany Heatley (LW/RW),Minnesota Wild,36,11,10,21,0.58,8,-12,https://www.eliteprospects.com/player/3664/dany-heatley,2012-13,nhl,Dany Heatley,LW/RW,FW,0,0.0,0
Mike Fisher (C),Nashville Predators,38,10,11,21,0.55,27,6,https://www.eliteprospects.com/player/8771/mike-fisher,2012-13,nhl,Mike Fisher,C,FW,0,0.0,0
Kyle Palmieri (RW),Anaheim Ducks,42,10,11,21,0.50,9,2,https://www.eliteprospects.com/player/17508/kyle-palmieri,2012-13,nhl,Kyle Palmieri,RW,FW,0,0.0,0
Matt Cooke (LW),Pittsburgh Penguins,48,8,13,21,0.44,36,-2,https://www.eliteprospects.com/player/8549/matt-cooke,2012-13,nhl,Matt Cooke,LW,FW,0,0.0,0
Andy McDonald (C/LW),St. Louis Blues,37,7,14,21,0.57,16,-2,https://www.eliteprospects.com/player/8527/andy-mcdonald,2012-13,nhl,Andy McDonald,C/LW,FW,0,0.0,0
Michael Del Zotto (D),New York Rangers,46,3,18,21,0.46,18,6,https://www.eliteprospects.com/player/12112/michael-del-zotto,2012-13,nhl,Michael Del Zotto,D,DEF,0,0.0,0
John Mitchell (C/LW),Colorado Avalanche,47,10,10,20,0.43,18,5,https://www.eliteprospects.com/player/11487/john-mitchell,2012-13,nhl,John Mitchell,C/LW,FW,John Mitchell,2.0,1
Brent Burns (D),San Jose Sharks,30,9,11,20,0.67,20,0,https://www.eliteprospects.com/player/9103/brent-burns,2012-13,nhl,Brent Burns,D,DEF,0,0.0,0
Ales Hemsky (RW),Edmonton Oilers,38,9,11,20,0.53,16,-6,https://www.eliteprospects.com/player/8600/ales-hemsky,2012-13,nhl,Ales Hemsky,RW,FW,0,0.0,0
Benoît Pouliot (LW),Tampa Bay Lightning,34,8,12,20,0.59,15,8,https://www.eliteprospects.com/player/4229/benoit-pouliot,2012-13,nhl,Benoît Pouliot,LW,FW,0,0.0,0
Joel Ward (RW),Washington Capitals,39,8,12,20,0.51,12,7,https://www.eliteprospects.com/player/11014/joel-ward,2012-13,nhl,Joel Ward,RW,FW,0,0.0,0
Clarke MacArthur (LW),Toronto Maple Leafs,40,8,12,20,0.50,26,3,https://www.eliteprospects.com/player/8951/clarke-macarthur,2012-13,nhl,Clarke MacArthur,LW,FW,0,0.0,0
Pierre-Marc Bouchard (C),Minnesota Wild,43,8,12,20,0.47,8,3,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2012-13,nhl,Pierre-Marc Bouchard,C,FW,0,0.0,0
Brent Seabrook (D),Chicago Blackhawks,47,8,12,20,0.43,23,12,https://www.eliteprospects.com/player/8879/brent-seabrook,2012-13,nhl,Brent Seabrook,D,DEF,0,0.0,0
T.J. Oshie (RW),St. Louis Blues,30,7,13,20,0.67,15,-5,https://www.eliteprospects.com/player/9209/t.j.-oshie,2012-13,nhl,T.J. Oshie,RW,FW,0,0.0,0
Mika Zibanejad (C),Ottawa Senators,42,7,13,20,0.48,6,9,https://www.eliteprospects.com/player/23856/mika-zibanejad,2012-13,nhl,Mika Zibanejad,C,FW,0,0.0,0
Dan Boyle (D),San Jose Sharks,46,7,13,20,0.43,27,3,https://www.eliteprospects.com/player/5369/dan-boyle,2012-13,nhl,Dan Boyle,D,DEF,0,0.0,0
Travis Zajac (C),New Jersey Devils,48,7,13,20,0.42,22,-5,https://www.eliteprospects.com/player/10232/travis-zajac,2012-13,nhl,Travis Zajac,C,FW,0,0.0,0
Patrick Sharp (LW/RW),Chicago Blackhawks,28,6,14,20,0.71,14,8,https://www.eliteprospects.com/player/8880/patrick-sharp,2012-13,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Ryan O'Reilly (C),Colorado Avalanche,29,6,14,20,0.69,4,-3,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2012-13,nhl,Ryan O'Reilly,C,FW,0,0.0,0
David Moss (RW/LW),Phoenix Coyotes,45,5,15,20,0.44,21,3,https://www.eliteprospects.com/player/8959/david-moss,2012-13,nhl,David Moss,RW/LW,FW,0,0.0,0
Victor Hedman (D),Tampa Bay Lightning,44,4,16,20,0.45,31,1,https://www.eliteprospects.com/player/6007/victor-hedman,2012-13,nhl,Victor Hedman,D,DEF,0,0.0,0
Brandon Dubinsky (C/LW),Columbus Blue Jackets,29,2,18,20,0.69,76,2,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2012-13,nhl,Brandon Dubinsky,C/LW,FW,0,0.0,0
Josh Bailey (RW/C),New York Islanders,38,11,8,19,0.50,6,7,https://www.eliteprospects.com/player/14013/josh-bailey,2012-13,nhl,Josh Bailey,RW/C,FW,0,0.0,0
Brandon Sutter (C/RW),Pittsburgh Penguins,48,11,8,19,0.40,4,3,https://www.eliteprospects.com/player/9339/brandon-sutter,2012-13,nhl,Brandon Sutter,C/RW,FW,0,0.0,0
Jakob Silfverberg (RW/LW),Ottawa Senators,48,10,9,19,0.40,12,9,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2012-13,nhl,Jakob Silfverberg,RW/LW,FW,0,0.0,0
Marcel Goc (C),Florida Panthers,42,9,10,19,0.45,8,-6,https://www.eliteprospects.com/player/8583/marcel-goc,2012-13,nhl,Marcel Goc,C,FW,0,0.0,0
Vladimir Tarasenko (RW),St. Louis Blues,38,8,11,19,0.50,10,1,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2012-13,nhl,Vladimir Tarasenko,RW,FW,0,0.0,0
Colin Greening (C/LW),Ottawa Senators,47,8,11,19,0.40,11,5,https://www.eliteprospects.com/player/15312/colin-greening,2012-13,nhl,Colin Greening,C/LW,FW,0,0.0,0
Vladimír Sobotka (C/LW),St. Louis Blues,48,8,11,19,0.40,35,-4,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2012-13,nhl,Vladimír Sobotka,C/LW,FW,0,0.0,0
Colin Wilson (LW/C),Nashville Predators,25,7,12,19,0.76,4,1,https://www.eliteprospects.com/player/9325/colin-wilson,2012-13,nhl,Colin Wilson,LW/C,FW,0,0.0,0
Alex Killorn (LW),Tampa Bay Lightning,38,7,12,19,0.50,14,-6,https://www.eliteprospects.com/player/12523/alex-killorn,2012-13,nhl,Alex Killorn,LW,FW,0,0.0,0
Zdeno Chára (D),Boston Bruins,48,7,12,19,0.40,70,14,https://www.eliteprospects.com/player/4530/zdeno-chara,2012-13,nhl,Zdeno Chára,D,DEF,0,0.0,0
Nick Foligno (LW/RW),Columbus Blue Jackets,45,6,13,19,0.42,28,6,https://www.eliteprospects.com/player/10675/nick-foligno,2012-13,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
Daniel Winnik (W/C),Anaheim Ducks,48,6,13,19,0.40,16,13,https://www.eliteprospects.com/player/11480/daniel-winnik,2012-13,nhl,Daniel Winnik,W/C,FW,0,0.0,0
Patrick Wiercioch (D),Ottawa Senators,42,5,14,19,0.45,39,9,https://www.eliteprospects.com/player/15528/patrick-wiercioch,2012-13,nhl,Patrick Wiercioch,D,DEF,0,0.0,0
Jack Johnson (D),Columbus Blue Jackets,44,5,14,19,0.43,12,-5,https://www.eliteprospects.com/player/9205/jack-johnson,2012-13,nhl,Jack Johnson,D,DEF,0,0.0,0
Ryan McDonagh (D),New York Rangers,47,4,15,19,0.40,22,13,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2012-13,nhl,Ryan McDonagh,D,DEF,0,0.0,0
Marek Zidlicky (D),New Jersey Devils,48,4,15,19,0.40,38,-12,https://www.eliteprospects.com/player/3633/marek-zidlicky,2012-13,nhl,Marek Zidlicky,D,DEF,0,0.0,0
Ryane Clowe (LW),totals,40,3,16,19,0.48,93,1,https://www.eliteprospects.com/player/9116/ryane-clowe,2012-13,nhl,Ryane Clowe,LW,FW,Ryane Clowe,7.0,1
Ryane Clowe (LW),totals,40,3,16,19,0.48,93,1,https://www.eliteprospects.com/player/9116/ryane-clowe,2012-13,nhl,Ryane Clowe,LW,FW,Ryane Clowe,32.0,1
Joffrey Lupul (RW),Toronto Maple Leafs,16,11,7,18,1.13,12,8,https://www.eliteprospects.com/player/9001/joffrey-lupul,2012-13,nhl,Joffrey Lupul,RW,FW,0,0.0,0
Artyom Anisimov (C),Columbus Blue Jackets,35,11,7,18,0.51,12,-6,https://www.eliteprospects.com/player/9300/artyom-anisimov,2012-13,nhl,Artyom Anisimov,C,FW,0,0.0,0
Cam Atkinson (RW),Columbus Blue Jackets,35,9,9,18,0.51,4,9,https://www.eliteprospects.com/player/19166/cam-atkinson,2012-13,nhl,Cam Atkinson,RW,FW,0,0.0,0
Martin Havlát (RW/LW),San Jose Sharks,40,8,10,18,0.45,30,7,https://www.eliteprospects.com/player/8624/martin-havlat,2012-13,nhl,Martin Havlát,RW/LW,FW,0,0.0,0
R.J. Umberger (C/W),Columbus Blue Jackets,48,8,10,18,0.38,16,3,https://www.eliteprospects.com/player/8820/r.j.-umberger,2012-13,nhl,R.J. Umberger,C/W,FW,0,0.0,0
Raffi Torres (LW),totals,39,7,11,18,0.46,17,0,https://www.eliteprospects.com/player/8857/raffi-torres,2012-13,nhl,Raffi Torres,LW,FW,0,0.0,0
Jarret Stoll (C),Los Angeles Kings,48,7,11,18,0.38,28,1,https://www.eliteprospects.com/player/8895/jarret-stoll,2012-13,nhl,Jarret Stoll,C,FW,0,0.0,0
Nikolai Antropov (C/RW),Winnipeg Jets,40,6,12,18,0.45,16,6,https://www.eliteprospects.com/player/8657/nikolai-antropov,2012-13,nhl,Nikolai Antropov,C/RW,FW,0,0.0,0
Drew Stafford (RW),Buffalo Sabres,46,6,12,18,0.39,21,-16,https://www.eliteprospects.com/player/9180/drew-stafford,2012-13,nhl,Drew Stafford,RW,FW,0,0.0,0
Rich Peverley (C),Boston Bruins,47,6,12,18,0.38,16,-9,https://www.eliteprospects.com/player/11017/rich-peverley,2012-13,nhl,Rich Peverley,C,FW,0,0.0,0
Nick Leddy (D),Chicago Blackhawks,48,6,12,18,0.38,10,15,https://www.eliteprospects.com/player/38067/nick-leddy,2012-13,nhl,Nick Leddy,D,DEF,0,0.0,0
Marcus Foligno (LW/RW),Buffalo Sabres,47,5,13,18,0.38,41,-4,https://www.eliteprospects.com/player/18601/marcus-foligno,2012-13,nhl,Marcus Foligno,LW/RW,FW,0,0.0,0
Roman Josi (D),Nashville Predators,48,5,13,18,0.38,8,-7,https://www.eliteprospects.com/player/12668/roman-josi,2012-13,nhl,Roman Josi,D,DEF,Roman Josi,10.0,1
Daniel Paille (LW),Boston Bruins,46,10,7,17,0.37,8,3,https://www.eliteprospects.com/player/9510/daniel-paille,2012-13,nhl,Daniel Paille,LW,FW,Daniel Paille,2.0,1
Daniel Paille (LW),Boston Bruins,46,10,7,17,0.37,8,3,https://www.eliteprospects.com/player/9510/daniel-paille,2012-13,nhl,Daniel Paille,LW,FW,Daniel Paille,7.0,1
Gabriel Landeskog (LW/RW),Colorado Avalanche,36,9,8,17,0.47,22,-4,https://www.eliteprospects.com/player/10393/gabriel-landeskog,2012-13,nhl,Gabriel Landeskog,LW/RW,FW,0,0.0,0
Roman Cervenka (C/LW),Calgary Flames,39,9,8,17,0.44,14,-13,https://www.eliteprospects.com/player/15130/roman-cervenka,2012-13,nhl,Roman Cervenka,C/LW,FW,0,0.0,0
Valtteri Filppula (C/LW),Detroit Red Wings,41,9,8,17,0.41,6,-4,https://www.eliteprospects.com/player/3197/valtteri-filppula,2012-13,nhl,Valtteri Filppula,C/LW,FW,0,0.0,0
Eric Fehr (C/RW),Washington Capitals,41,9,8,17,0.41,10,14,https://www.eliteprospects.com/player/10352/eric-fehr,2012-13,nhl,Eric Fehr,C/RW,FW,0,0.0,0
Peter Mueller (RW/C),Florida Panthers,43,8,9,17,0.40,18,-11,https://www.eliteprospects.com/player/9220/peter-mueller,2012-13,nhl,Peter Mueller,RW/C,FW,0,0.0,0
Jay McClement (C/D),Toronto Maple Leafs,48,8,9,17,0.35,11,0,https://www.eliteprospects.com/player/9517/jay-mcclement,2012-13,nhl,Jay McClement,C/D,DEF,0,0.0,0
Steve Sullivan (LW),totals,42,7,10,17,0.40,24,-12,https://www.eliteprospects.com/player/8896/steve-sullivan,2012-13,nhl,Steve Sullivan,LW,FW,0,0.0,0
Sheldon Souray (D),Anaheim Ducks,44,7,10,17,0.39,52,19,https://www.eliteprospects.com/player/4505/sheldon-souray,2012-13,nhl,Sheldon Souray,D,DEF,0,0.0,0
Colin McDonald (RW),New York Islanders,45,7,10,17,0.38,32,-1,https://www.eliteprospects.com/player/13411/colin-mcdonald,2012-13,nhl,Colin McDonald,RW,FW,0,0.0,0
Mathieu Perreault (C),Washington Capitals,39,6,11,17,0.44,20,7,https://www.eliteprospects.com/player/10441/mathieu-perreault,2012-13,nhl,Mathieu Perreault,C,FW,0,0.0,0
Joe Corvo (D),Carolina Hurricanes,40,6,11,17,0.43,14,-3,https://www.eliteprospects.com/player/9122/joe-corvo,2012-13,nhl,Joe Corvo,D,DEF,Joe Corvo,1.0,1
Dennis Seidenberg (D),Boston Bruins,46,4,13,17,0.37,10,18,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2012-13,nhl,Dennis Seidenberg,D,DEF,0,0.0,0
Vernon Fiddler (C/LW),Dallas Stars,46,4,13,17,0.37,48,3,https://www.eliteprospects.com/player/9152/vernon-fiddler,2012-13,nhl,Vernon Fiddler,C/LW,FW,0,0.0,0
Sami Salo (D),Tampa Bay Lightning,46,2,15,17,0.37,16,5,https://www.eliteprospects.com/player/2672/sami-salo,2012-13,nhl,Sami Salo,D,DEF,0,0.0,0
Gabriel Bourque (LW),Nashville Predators,34,11,5,16,0.47,4,6,https://www.eliteprospects.com/player/28421/gabriel-bourque,2012-13,nhl,Gabriel Bourque,LW,FW,0,0.0,0
Adam Henrique (C/LW),New Jersey Devils,42,11,5,16,0.38,16,-3,https://www.eliteprospects.com/player/19043/adam-henrique,2012-13,nhl,Adam Henrique,C/LW,FW,0,0.0,0
Magnus Pääjärvi (LW/RW),Edmonton Oilers,42,9,7,16,0.38,14,-1,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2012-13,nhl,Magnus Pääjärvi,LW/RW,FW,0,0.0,0
Matt Calvert (LW/RW),Columbus Blue Jackets,42,9,7,16,0.38,32,-9,https://www.eliteprospects.com/player/17025/matt-calvert,2012-13,nhl,Matt Calvert,LW/RW,FW,0,0.0,0
Mikhail Grabovski (C),Toronto Maple Leafs,48,9,7,16,0.33,24,-10,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2012-13,nhl,Mikhail Grabovski,C,FW,0,0.0,0
Mikael Backlund (C),Calgary Flames,32,8,8,16,0.50,29,-6,https://www.eliteprospects.com/player/4295/mikael-backlund,2012-13,nhl,Mikael Backlund,C,FW,0,0.0,0
Tom Pyatt (C),Tampa Bay Lightning,43,8,8,16,0.37,12,5,https://www.eliteprospects.com/player/9199/tom-pyatt,2012-13,nhl,Tom Pyatt,C,FW,0,0.0,0
Patrick Dwyer (RW),Carolina Hurricanes,46,8,8,16,0.35,12,-7,https://www.eliteprospects.com/player/10409/patrick-dwyer,2012-13,nhl,Patrick Dwyer,RW,FW,0,0.0,0
Jason Garrison (D),Vancouver Canucks,47,8,8,16,0.34,28,18,https://www.eliteprospects.com/player/24173/jason-garrison,2012-13,nhl,Jason Garrison,D,DEF,0,0.0,0
Jake Muzzin (D),Los Angeles Kings,45,7,9,16,0.36,35,16,https://www.eliteprospects.com/player/13614/jake-muzzin,2012-13,nhl,Jake Muzzin,D,DEF,0,0.0,0
Daniel Brière (C),Philadelphia Flyers,34,6,10,16,0.47,10,-13,https://www.eliteprospects.com/player/8770/daniel-briere,2012-13,nhl,Daniel Brière,C,FW,0,0.0,0
Simon Gagné (LW),totals,38,5,11,16,0.42,8,-1,https://www.eliteprospects.com/player/8828/simon-gagne,2012-13,nhl,Simon Gagné,LW,FW,0,0.0,0
Dougie Hamilton (D),Boston Bruins,42,5,11,16,0.38,14,4,https://www.eliteprospects.com/player/45596/dougie-hamilton,2012-13,nhl,Dougie Hamilton,D,DEF,Dougie Hamilton,4.0,1
Grant Clitsome (D),Winnipeg Jets,44,4,12,16,0.36,18,10,https://www.eliteprospects.com/player/15053/grant-clitsome,2012-13,nhl,Grant Clitsome,D,DEF,0,0.0,0
Andy Greene (D),New Jersey Devils,48,4,12,16,0.33,20,12,https://www.eliteprospects.com/player/9169/andy-greene,2012-13,nhl,Andy Greene,D,DEF,0,0.0,0
Chris Higgins (LW),Vancouver Canucks,41,10,5,15,0.37,10,-4,https://www.eliteprospects.com/player/9051/chris-higgins,2012-13,nhl,Chris Higgins,LW,FW,0,0.0,0
Andrew Shaw (RW/C),Chicago Blackhawks,48,9,6,15,0.31,38,6,https://www.eliteprospects.com/player/37671/andrew-shaw,2012-13,nhl,Andrew Shaw,RW/C,FW,0,0.0,0
Daniel Cleary (RW/LW),Detroit Red Wings,48,9,6,15,0.31,40,-6,https://www.eliteprospects.com/player/4376/daniel-cleary,2012-13,nhl,Daniel Cleary,RW/LW,FW,0,0.0,0
Steve Bernier (RW),New Jersey Devils,47,8,7,15,0.32,17,-7,https://www.eliteprospects.com/player/9080/steve-bernier,2012-13,nhl,Steve Bernier,RW,FW,0,0.0,0
Nate Thompson (C),Tampa Bay Lightning,45,7,8,15,0.33,17,-2,https://www.eliteprospects.com/player/10261/nate-thompson,2012-13,nhl,Nate Thompson,C,FW,0,0.0,0
Kyle Wellwood (C),Winnipeg Jets,39,6,9,15,0.38,2,0,https://www.eliteprospects.com/player/8818/kyle-wellwood,2012-13,nhl,Kyle Wellwood,C,FW,0,0.0,0
Ryan Carter (C),New Jersey Devils,44,6,9,15,0.34,31,-2,https://www.eliteprospects.com/player/11746/ryan-carter,2012-13,nhl,Ryan Carter,C,FW,0,0.0,0
Casey Cizikas (C),New York Islanders,45,6,9,15,0.33,14,0,https://www.eliteprospects.com/player/14960/casey-cizikas,2012-13,nhl,Casey Cizikas,C,FW,Casey Cizikas,2.0,1
Justin Faulk (D),Carolina Hurricanes,38,5,10,15,0.39,15,1,https://www.eliteprospects.com/player/20715/justin-faulk,2012-13,nhl,Justin Faulk,D,DEF,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,39,5,10,15,0.38,4,1,https://www.eliteprospects.com/player/11611/jared-spurgeon,2012-13,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Tobias Enström (D),Winnipeg Jets,22,4,11,15,0.68,8,-8,https://www.eliteprospects.com/player/594/tobias-enstrom,2012-13,nhl,Tobias Enström,D,DEF,0,0.0,0
Sean Couturier (C),Philadelphia Flyers,46,4,11,15,0.33,10,-8,https://www.eliteprospects.com/player/32885/sean-couturier,2012-13,nhl,Sean Couturier,C,FW,0,0.0,0
Mark Giordano (D),Calgary Flames,47,4,11,15,0.32,40,-7,https://www.eliteprospects.com/player/9161/mark-giordano,2012-13,nhl,Mark Giordano,D,DEF,0,0.0,0
Zack Smith (C/LW),Ottawa Senators,48,4,11,15,0.31,56,-9,https://www.eliteprospects.com/player/14495/zack-smith,2012-13,nhl,Zack Smith,C/LW,FW,0,0.0,0
Sergei Kostitsyn (RW/LW),Nashville Predators,46,3,12,15,0.33,11,-5,https://www.eliteprospects.com/player/9653/sergei-kostitsyn,2012-13,nhl,Sergei Kostitsyn,RW/LW,FW,0,0.0,0
Scott Gomez (C),San Jose Sharks,39,2,13,15,0.38,22,-10,https://www.eliteprospects.com/player/9050/scott-gomez,2012-13,nhl,Scott Gomez,C,FW,0,0.0,0
Carl Gunnarsson (D),Toronto Maple Leafs,37,1,14,15,0.41,14,5,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2012-13,nhl,Carl Gunnarsson,D,DEF,0,0.0,0
Charlie Coyle (C/RW),Minnesota Wild,37,8,6,14,0.38,28,3,https://www.eliteprospects.com/player/60251/charlie-coyle,2012-13,nhl,Charlie Coyle,C/RW,FW,0,0.0,0
Dave Bolland (C/RW),Chicago Blackhawks,35,7,7,14,0.40,22,-7,https://www.eliteprospects.com/player/9193/dave-bolland,2012-13,nhl,Dave Bolland,C/RW,FW,0,0.0,0
Antoine Roussel (LW/C),Dallas Stars,39,7,7,14,0.36,85,3,https://www.eliteprospects.com/player/12125/antoine-roussel,2012-13,nhl,Antoine Roussel,LW/C,FW,0,0.0,0
Olli Jokinen (C),Winnipeg Jets,45,7,7,14,0.31,14,-19,https://www.eliteprospects.com/player/2679/olli-jokinen,2012-13,nhl,Olli Jokinen,C,FW,0,0.0,0
