player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Oliver Ekman Larsson (D),Arizona Coyotes,81,14,30,44,0.54,52,-16,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2018-19,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Zach Werenski (D),Columbus Blue Jackets,82,11,33,44,0.54,18,-12,https://www.eliteprospects.com/player/186311/zach-werenski,2018-19,nhl,Zach Werenski,D,DEF,0,0.0,0
Rasmus Dahlin (D),Buffalo Sabres,82,9,35,44,0.54,34,-13,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2018-19,nhl,Rasmus Dahlin,D,DEF,Rasmus Dahlin,8.0,1
Mattias Ekholm (D),Nashville Predators,80,8,36,44,0.55,47,27,https://www.eliteprospects.com/player/8373/mattias-ekholm,2018-19,nhl,Mattias Ekholm,D,DEF,0,0.0,0
Jakob Silfverberg (RW/LW),Anaheim Ducks,73,24,19,43,0.59,28,-9,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2018-19,nhl,Jakob Silfverberg,RW/LW,FW,0,0.0,0
Andreas Johnsson (LW/RW),Toronto Maple Leafs,73,20,23,43,0.59,32,14,https://www.eliteprospects.com/player/43991/andreas-johnsson,2018-19,nhl,Andreas Johnsson,LW/RW,FW,0,0.0,0
Rickard Rakell (W/C),Anaheim Ducks,69,18,25,43,0.62,27,-13,https://www.eliteprospects.com/player/17435/rickard-rakell,2018-19,nhl,Rickard Rakell,W/C,FW,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,82,14,29,43,0.52,20,-1,https://www.eliteprospects.com/player/11611/jared-spurgeon,2018-19,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Rasmus Ristolainen (D),Buffalo Sabres,78,5,38,43,0.55,38,-41,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2018-19,nhl,Rasmus Ristolainen,D,DEF,0,0.0,0
Jake DeBrusk (LW),Boston Bruins,68,27,15,42,0.62,18,2,https://www.eliteprospects.com/player/84242/jake-debrusk,2018-19,nhl,Jake DeBrusk,LW,FW,0,0.0,0
Jason Zucker (LW/RW),Minnesota Wild,81,21,21,42,0.52,28,-9,https://www.eliteprospects.com/player/20726/jason-zucker,2018-19,nhl,Jason Zucker,LW/RW,FW,0,0.0,0
Adam Henrique (C/LW),Anaheim Ducks,82,18,24,42,0.51,24,-5,https://www.eliteprospects.com/player/19043/adam-henrique,2018-19,nhl,Adam Henrique,C/LW,FW,0,0.0,0
Bobby Ryan (RW/LW),Ottawa Senators,78,15,27,42,0.54,35,-29,https://www.eliteprospects.com/player/9210/bobby-ryan,2018-19,nhl,Bobby Ryan,RW/LW,FW,0,0.0,0
Alexander Kerfoot (C/LW),Colorado Avalanche,78,15,27,42,0.54,38,-9,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2018-19,nhl,Alexander Kerfoot,C/LW,FW,Alexander Kerfoot,3.0,1
Paul Stastny (C),Vegas Golden Knights,50,13,29,42,0.84,30,14,https://www.eliteprospects.com/player/10212/paul-stastny,2018-19,nhl,Paul Stastny,C,FW,0,0.0,0
Cody Eakin (C),Vegas Golden Knights,78,22,19,41,0.53,16,19,https://www.eliteprospects.com/player/23166/cody-eakin,2018-19,nhl,Cody Eakin,C,FW,Cody Eakin,17.0,1
Zach Hyman (W/C),Toronto Maple Leafs,71,21,20,41,0.58,65,16,https://www.eliteprospects.com/player/75045/zach-hyman,2018-19,nhl,Zach Hyman,W/C,FW,0,0.0,0
Alex Galchenyuk (C/LW),Arizona Coyotes,72,19,22,41,0.57,34,-19,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2018-19,nhl,Alex Galchenyuk,C/LW,FW,0,0.0,0
Bryan Little (C),Winnipeg Jets,82,15,26,41,0.50,26,-12,https://www.eliteprospects.com/player/10426/bryan-little,2018-19,nhl,Bryan Little,C,FW,Bryan Little,9.0,1
Bryan Little (C),Winnipeg Jets,82,15,26,41,0.50,26,-12,https://www.eliteprospects.com/player/10426/bryan-little,2018-19,nhl,Bryan Little,C,FW,Bryan Little,55.0,1
Colin White (C/RW),Ottawa Senators,71,14,27,41,0.58,24,-24,https://www.eliteprospects.com/player/183810/colin-white,2018-19,nhl,Colin White,C/RW,FW,0,0.0,0
Alex Pietrangelo (D),St. Louis Blues,71,13,28,41,0.58,22,2,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2018-19,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
Darnell Nurse (D),Edmonton Oilers,82,10,31,41,0.50,87,-5,https://www.eliteprospects.com/player/97352/darnell-nurse,2018-19,nhl,Darnell Nurse,D,DEF,0,0.0,0
Ryan Ellis (D),Nashville Predators,82,7,34,41,0.50,20,21,https://www.eliteprospects.com/player/14012/ryan-ellis,2018-19,nhl,Ryan Ellis,D,DEF,0,0.0,0
Tom Wilson (RW),Washington Capitals,63,22,18,40,0.63,128,11,https://www.eliteprospects.com/player/98663/tom-wilson,2018-19,nhl,Tom Wilson,RW,FW,0,0.0,0
Max Pacioretty (LW),Vegas Golden Knights,66,22,18,40,0.61,36,-13,https://www.eliteprospects.com/player/12461/max-pacioretty,2018-19,nhl,Max Pacioretty,LW,FW,0,0.0,0
Alex Killorn (LW),Tampa Bay Lightning,82,18,22,40,0.49,45,22,https://www.eliteprospects.com/player/12523/alex-killorn,2018-19,nhl,Alex Killorn,LW,FW,0,0.0,0
Micheal Ferland (LW/RW),Carolina Hurricanes,71,17,23,40,0.56,58,13,https://www.eliteprospects.com/player/45473/micheal-ferland,2018-19,nhl,Micheal Ferland,LW/RW,FW,Micheal Ferland,17.0,1
Mats Zuccarello (RW/LW),totals,48,12,28,40,0.83,24,-8,https://www.eliteprospects.com/player/10881/mats-zuccarello,2018-19,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,82,6,34,40,0.49,70,13,https://www.eliteprospects.com/player/9012/duncan-keith,2018-19,nhl,Duncan Keith,D,DEF,0,0.0,0
Frank Vatrano (W/C),Florida Panthers,81,24,15,39,0.48,38,-10,https://www.eliteprospects.com/player/59733/frank-vatrano,2018-19,nhl,Frank Vatrano,W/C,FW,0,0.0,0
Anthony Cirelli (C),Tampa Bay Lightning,82,19,20,39,0.48,34,25,https://www.eliteprospects.com/player/274875/anthony-cirelli,2018-19,nhl,Anthony Cirelli,C,FW,0,0.0,0
Dougie Hamilton (D),Carolina Hurricanes,82,18,21,39,0.48,54,0,https://www.eliteprospects.com/player/45596/dougie-hamilton,2018-19,nhl,Dougie Hamilton,D,DEF,0,0.0,0
Vinnie Hinostroza (C/RW),Arizona Coyotes,72,16,23,39,0.54,14,-4,https://www.eliteprospects.com/player/91243/vinnie-hinostroza,2018-19,nhl,Vinnie Hinostroza,C/RW,FW,0,0.0,0
Kevin Fiala (W/C),totals,83,13,26,39,0.47,36,-23,https://www.eliteprospects.com/player/87971/kevin-fiala,2018-19,nhl,Kevin Fiala,W/C,FW,0,0.0,0
Damon Severson (D),New Jersey Devils,82,11,28,39,0.48,58,-27,https://www.eliteprospects.com/player/55867/damon-severson,2018-19,nhl,Damon Severson,D,DEF,0,0.0,0
Alex Chiasson (RW/C),Edmonton Oilers,73,22,16,38,0.52,32,-1,https://www.eliteprospects.com/player/32978/alex-chiasson,2018-19,nhl,Alex Chiasson,RW/C,FW,0,0.0,0
Pavel Buchnevich (RW/LW),New York Rangers,64,21,17,38,0.59,13,-10,https://www.eliteprospects.com/player/158906/pavel-buchnevich,2018-19,nhl,Pavel Buchnevich,RW/LW,FW,0,0.0,0
Craig Smith (RW/C),Nashville Predators,76,21,17,38,0.50,20,11,https://www.eliteprospects.com/player/27038/craig-smith,2018-19,nhl,Craig Smith,RW/C,FW,0,0.0,0
Boone Jenner (C),Columbus Blue Jackets,77,16,22,38,0.49,42,6,https://www.eliteprospects.com/player/45587/boone-jenner,2018-19,nhl,Boone Jenner,C,FW,0,0.0,0
Tyler Bozak (C),St. Louis Blues,72,13,25,38,0.53,20,-3,https://www.eliteprospects.com/player/11589/tyler-bozak,2018-19,nhl,Tyler Bozak,C,FW,0,0.0,0
Derek Ryan (C/RW),Calgary Flames,81,13,25,38,0.47,24,21,https://www.eliteprospects.com/player/67660/derek-ryan,2018-19,nhl,Derek Ryan,C/RW,FW,0,0.0,0
Nikolaj Ehlers (LW),Winnipeg Jets,62,21,16,37,0.60,15,2,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2018-19,nhl,Nikolaj Ehlers,LW,FW,0,0.0,0
Andrei Svechnikov (RW/LW),Carolina Hurricanes,82,20,17,37,0.45,62,0,https://www.eliteprospects.com/player/328556/andrei-svechnikov,2018-19,nhl,Andrei Svechnikov,RW/LW,FW,0,0.0,0
Jordan Eberle (RW),New York Islanders,78,19,18,37,0.47,17,-6,https://www.eliteprospects.com/player/11098/jordan-eberle,2018-19,nhl,Jordan Eberle,RW,FW,0,0.0,0
Patric Hörnqvist (RW),Pittsburgh Penguins,69,18,19,37,0.54,26,-3,https://www.eliteprospects.com/player/3683/patric-hornqvist,2018-19,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Patrick Marleau (LW),Toronto Maple Leafs,82,16,21,37,0.45,28,-6,https://www.eliteprospects.com/player/3671/patrick-marleau,2018-19,nhl,Patrick Marleau,LW,FW,0,0.0,0
Artyom Anisimov (C),Chicago Blackhawks,78,15,22,37,0.47,14,-2,https://www.eliteprospects.com/player/9300/artyom-anisimov,2018-19,nhl,Artyom Anisimov,C,FW,0,0.0,0
Joonas Donskoi (RW/LW),San Jose Sharks,80,14,23,37,0.46,10,10,https://www.eliteprospects.com/player/16039/joonas-donskoi,2018-19,nhl,Joonas Donskoi,RW/LW,FW,Joonas Donskoi,5.0,1
Dominik Kahun (C/W),Chicago Blackhawks,82,13,24,37,0.45,6,10,https://www.eliteprospects.com/player/71940/dominik-kahun,2018-19,nhl,Dominik Kahun,C/W,FW,Dominik Kahun,8.0,1
Aaron Ekblad (D),Florida Panthers,82,13,24,37,0.45,47,1,https://www.eliteprospects.com/player/49042/aaron-ekblad,2018-19,nhl,Aaron Ekblad,D,DEF,0,0.0,0
Shea Theodore (D),Vegas Golden Knights,79,12,25,37,0.47,20,-4,https://www.eliteprospects.com/player/101581/shea-theodore,2018-19,nhl,Shea Theodore,D,DEF,0,0.0,0
Taylor Hall (LW),New Jersey Devils,33,11,26,37,1.12,16,-6,https://www.eliteprospects.com/player/14360/taylor-hall,2018-19,nhl,Taylor Hall,LW,FW,0,0.0,0
Shayne Gostisbehere (D),Philadelphia Flyers,78,9,28,37,0.47,22,-20,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2018-19,nhl,Shayne Gostisbehere,D,DEF,0,0.0,0
Jake Muzzin (D),totals,80,9,28,37,0.46,47,21,https://www.eliteprospects.com/player/13614/jake-muzzin,2018-19,nhl,Jake Muzzin,D,DEF,0,0.0,0
Ryan Pulock (D),New York Islanders,82,9,28,37,0.45,22,21,https://www.eliteprospects.com/player/86761/ryan-pulock,2018-19,nhl,Ryan Pulock,D,DEF,0,0.0,0
Oliver Bjorkstrand (RW),Columbus Blue Jackets,77,23,13,36,0.47,8,8,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2018-19,nhl,Oliver Bjorkstrand,RW,FW,0,0.0,0
Blake Coleman (C/W),New Jersey Devils,78,22,14,36,0.46,71,-19,https://www.eliteprospects.com/player/46889/blake-coleman,2018-19,nhl,Blake Coleman,C/W,FW,0,0.0,0
Thomas Vanek (LW/RW),Detroit Red Wings,64,16,20,36,0.56,26,-12,https://www.eliteprospects.com/player/8493/thomas-vanek,2018-19,nhl,Thomas Vanek,LW/RW,FW,0,0.0,0
Lars Eller (C),Washington Capitals,81,13,23,36,0.44,37,-1,https://www.eliteprospects.com/player/5995/lars-eller,2018-19,nhl,Lars Eller,C,FW,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,69,11,25,36,0.52,16,-6,https://www.eliteprospects.com/player/33907/jaden-schwartz,2018-19,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Jared McCann (C/LW),totals,78,19,16,35,0.45,31,-1,https://www.eliteprospects.com/player/189369/jared-mccann,2018-19,nhl,Jared McCann,C/LW,FW,0,0.0,0
Ryan Strome (C/RW),totals,81,19,16,35,0.43,64,-3,https://www.eliteprospects.com/player/44789/ryan-strome,2018-19,nhl,Ryan Strome,C/RW,FW,0,0.0,0
Bryan Rust (RW/LW),Pittsburgh Penguins,72,18,17,35,0.49,24,10,https://www.eliteprospects.com/player/20708/bryan-rust,2018-19,nhl,Bryan Rust,RW/LW,FW,0,0.0,0
Nick Foligno (LW/RW),Columbus Blue Jackets,73,17,18,35,0.48,44,12,https://www.eliteprospects.com/player/10675/nick-foligno,2018-19,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
Nick Bonino (C/LW),Nashville Predators,81,17,18,35,0.43,18,27,https://www.eliteprospects.com/player/14686/nick-bonino,2018-19,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Jimmy Vesey (LW),New York Rangers,81,17,18,35,0.43,21,-6,https://www.eliteprospects.com/player/121865/jimmy-vesey,2018-19,nhl,Jimmy Vesey,LW,FW,0,0.0,0
Derek Stepan (C),Arizona Coyotes,72,15,20,35,0.49,14,-2,https://www.eliteprospects.com/player/19040/derek-stepan,2018-19,nhl,Derek Stepan,C,FW,0,0.0,0
Vince Dunn (D),St. Louis Blues,78,12,23,35,0.45,45,14,https://www.eliteprospects.com/player/161816/vince-dunn,2018-19,nhl,Vince Dunn,D,DEF,0,0.0,0
Justin Faulk (D),Carolina Hurricanes,82,11,24,35,0.43,47,9,https://www.eliteprospects.com/player/20715/justin-faulk,2018-19,nhl,Justin Faulk,D,DEF,0,0.0,0
Frans Nielsen (C),Detroit Red Wings,72,10,25,35,0.49,14,-7,https://www.eliteprospects.com/player/210/frans-nielsen,2018-19,nhl,Frans Nielsen,C,FW,0,0.0,0
Travis Sanheim (D),Philadelphia Flyers,82,9,26,35,0.43,22,-4,https://www.eliteprospects.com/player/120938/travis-sanheim,2018-19,nhl,Travis Sanheim,D,DEF,0,0.0,0
Brandon Montour (D),totals,82,8,27,35,0.43,56,-20,https://www.eliteprospects.com/player/97957/brandon-montour,2018-19,nhl,Brandon Montour,D,DEF,0,0.0,0
Mikkel Bødker (LW/RW),Ottawa Senators,71,7,28,35,0.49,6,-23,https://www.eliteprospects.com/player/5996/mikkel-bodker,2018-19,nhl,Mikkel Bødker,LW/RW,FW,0,0.0,0
Ilya Kovalchuk (LW/RW),Los Angeles Kings,64,16,18,34,0.53,10,-26,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,2018-19,nhl,Ilya Kovalchuk,LW/RW,FW,0,0.0,0
Michael Frolík (RW/LW),Calgary Flames,65,16,18,34,0.52,26,24,https://www.eliteprospects.com/player/8701/michael-frolik,2018-19,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Conor Sheary (LW/RW),Buffalo Sabres,78,14,20,34,0.44,12,-18,https://www.eliteprospects.com/player/94484/conor-sheary,2018-19,nhl,Conor Sheary,LW/RW,FW,0,0.0,0
Tyler Toffoli (W/C),Los Angeles Kings,82,13,21,34,0.41,23,-16,https://www.eliteprospects.com/player/23813/tyler-toffoli,2018-19,nhl,Tyler Toffoli,W/C,FW,0,0.0,0
Charlie Coyle (C/RW),totals,81,12,22,34,0.42,20,-1,https://www.eliteprospects.com/player/60251/charlie-coyle,2018-19,nhl,Charlie Coyle,C/RW,FW,0,0.0,0
Danton Heinen (W/C),Boston Bruins,77,11,23,34,0.44,16,13,https://www.eliteprospects.com/player/105821/danton-heinen,2018-19,nhl,Danton Heinen,W/C,FW,0,0.0,0
Jesperi Kotkaniemi (C/LW),Montréal Canadiens,79,11,23,34,0.43,26,1,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2018-19,nhl,Jesperi Kotkaniemi,C/LW,FW,Jesperi Kotkaniemi,8.0,1
Vincent Trocheck (C),Florida Panthers,55,10,24,34,0.62,54,-9,https://www.eliteprospects.com/player/45560/vincent-trocheck,2018-19,nhl,Vincent Trocheck,C,FW,0,0.0,0
Alexander Edler (D),Vancouver Canucks,56,10,24,34,0.61,54,3,https://www.eliteprospects.com/player/4081/alexander-edler,2018-19,nhl,Alexander Edler,D,DEF,0,0.0,0
T.J. Brodie (D),Calgary Flames,79,9,25,34,0.43,24,29,https://www.eliteprospects.com/player/19170/t.j.-brodie,2018-19,nhl,T.J. Brodie,D,DEF,0,0.0,0
Ondrej Palat (LW),Tampa Bay Lightning,64,8,26,34,0.53,20,4,https://www.eliteprospects.com/player/18097/ondrej-palat,2018-19,nhl,Ondrej Palat,LW,FW,0,0.0,0
Casey Cizikas (C),New York Islanders,73,20,13,33,0.45,36,22,https://www.eliteprospects.com/player/14960/casey-cizikas,2018-19,nhl,Casey Cizikas,C,FW,0,0.0,0
Anthony Duclair (W/C),totals,74,19,14,33,0.45,14,-2,https://www.eliteprospects.com/player/98665/anthony-duclair,2018-19,nhl,Anthony Duclair,W/C,FW,0,0.0,0
Oskar Lindblom (LW/RW),Philadelphia Flyers,81,17,16,33,0.41,20,-9,https://www.eliteprospects.com/player/86181/oskar-lindblom,2018-19,nhl,Oskar Lindblom,LW/RW,FW,0,0.0,0
Alex Iafallo (LW/C),Los Angeles Kings,82,15,18,33,0.40,22,-17,https://www.eliteprospects.com/player/121859/alex-iafallo,2018-19,nhl,Alex Iafallo,LW/C,FW,0,0.0,0
Shea Weber (D),Montréal Canadiens,58,14,19,33,0.57,28,15,https://www.eliteprospects.com/player/9505/shea-weber,2018-19,nhl,Shea Weber,D,DEF,0,0.0,0
Richard Pánik (RW/LW),Arizona Coyotes,75,14,19,33,0.44,44,-3,https://www.eliteprospects.com/player/11849/richard-panik,2018-19,nhl,Richard Pánik,RW/LW,FW,0,0.0,0
Jeff Carter (C),Los Angeles Kings,76,13,20,33,0.43,42,-20,https://www.eliteprospects.com/player/8813/jeff-carter,2018-19,nhl,Jeff Carter,C,FW,0,0.0,0
Miro Heiskanen (D),Dallas Stars,82,12,21,33,0.40,16,-14,https://www.eliteprospects.com/player/250075/miro-heiskanen,2018-19,nhl,Miro Heiskanen,D,DEF,Miro Heiskanen,1.0,1
Robert Thomas (C/RW),St. Louis Blues,70,9,24,33,0.47,14,-2,https://www.eliteprospects.com/player/201681/robert-thomas,2018-19,nhl,Robert Thomas,C/RW,FW,0,0.0,0
Jesper Bratt (LW/RW),New Jersey Devils,51,8,25,33,0.65,6,-8,https://www.eliteprospects.com/player/117698/jesper-bratt,2018-19,nhl,Jesper Bratt,LW/RW,FW,0,0.0,0
Noah Hanifin (D),Calgary Flames,80,5,28,33,0.41,12,18,https://www.eliteprospects.com/player/177710/noah-hanifin,2018-19,nhl,Noah Hanifin,D,DEF,0,0.0,0
J.T. Compher (W/C),Colorado Avalanche,66,16,16,32,0.48,31,-8,https://www.eliteprospects.com/player/114800/j.t.-compher,2018-19,nhl,J.T. Compher,W/C,FW,0,0.0,0
Mark Jankowski (C),Calgary Flames,79,14,18,32,0.41,12,6,https://www.eliteprospects.com/player/146518/mark-jankowski,2018-19,nhl,Mark Jankowski,C,FW,0,0.0,0
Scott Laughton (C/LW),Philadelphia Flyers,82,12,20,32,0.39,53,-11,https://www.eliteprospects.com/player/76690/scott-laughton,2018-19,nhl,Scott Laughton,C/LW,FW,0,0.0,0
Esa Lindell (D),Dallas Stars,82,11,21,32,0.39,33,14,https://www.eliteprospects.com/player/50019/esa-lindell,2018-19,nhl,Esa Lindell,D,DEF,0,0.0,0
Mikhail Sergachyov (D),Tampa Bay Lightning,75,6,26,32,0.43,28,12,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2018-19,nhl,Mikhail Sergachyov,D,DEF,0,0.0,0
Valtteri Filppula (C/LW),New York Islanders,72,17,14,31,0.43,16,19,https://www.eliteprospects.com/player/3197/valtteri-filppula,2018-19,nhl,Valtteri Filppula,C/LW,FW,0,0.0,0
Jason Pominville (RW),Buffalo Sabres,73,16,15,31,0.42,4,-4,https://www.eliteprospects.com/player/8809/jason-pominville,2018-19,nhl,Jason Pominville,RW,FW,0,0.0,0
Paul Byron (LW/C),Montréal Canadiens,56,15,16,31,0.55,17,16,https://www.eliteprospects.com/player/15036/paul-byron,2018-19,nhl,Paul Byron,LW/C,FW,0,0.0,0
Oskar Sundqvist (C),St. Louis Blues,74,14,17,31,0.42,22,-1,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2018-19,nhl,Oskar Sundqvist,C,FW,0,0.0,0
Nolan Patrick (C),Philadelphia Flyers,72,13,18,31,0.43,27,-8,https://www.eliteprospects.com/player/201274/nolan-patrick,2018-19,nhl,Nolan Patrick,C,FW,Nolan Patrick,69.0,1
Vladislav Namestnikov (C/LW),New York Rangers,78,11,20,31,0.40,44,-7,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2018-19,nhl,Vladislav Namestnikov,C/LW,FW,0,0.0,0
Artturi Lehkonen (LW),Montréal Canadiens,82,11,20,31,0.38,32,10,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2018-19,nhl,Artturi Lehkonen,LW,FW,0,0.0,0
Nick Ritchie (LW),Anaheim Ducks,60,9,22,31,0.52,82,6,https://www.eliteprospects.com/player/99036/nick-ritchie,2018-19,nhl,Nick Ritchie,LW,FW,0,0.0,0
P.K. Subban (D),Nashville Predators,63,9,22,31,0.49,60,5,https://www.eliteprospects.com/player/11251/p.k.-subban,2018-19,nhl,P.K. Subban,D,DEF,0,0.0,0
Antoine Roussel (LW/C),Vancouver Canucks,65,9,22,31,0.48,118,5,https://www.eliteprospects.com/player/12125/antoine-roussel,2018-19,nhl,Antoine Roussel,LW/C,FW,0,0.0,0
Tyler Myers (D),Winnipeg Jets,80,9,22,31,0.39,63,11,https://www.eliteprospects.com/player/17521/tyler-myers,2018-19,nhl,Tyler Myers,D,DEF,0,0.0,0
Jaccob Slavin (D),Carolina Hurricanes,82,8,23,31,0.38,18,0,https://www.eliteprospects.com/player/97621/jaccob-slavin,2018-19,nhl,Jaccob Slavin,D,DEF,0,0.0,0
Josh Morrissey (D),Winnipeg Jets,59,6,25,31,0.53,14,9,https://www.eliteprospects.com/player/62293/josh-morrissey,2018-19,nhl,Josh Morrissey,D,DEF,0,0.0,0
Dustin Byfuglien (D),Winnipeg Jets,42,4,27,31,0.74,69,4,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2018-19,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Wayne Simmonds (RW),totals,79,17,13,30,0.38,99,-16,https://www.eliteprospects.com/player/12517/wayne-simmonds,2018-19,nhl,Wayne Simmonds,RW,FW,0,0.0,0
Marcus Sörensen (LW/RW),San Jose Sharks,80,17,13,30,0.38,23,10,https://www.eliteprospects.com/player/20065/marcus-sorensen,2018-19,nhl,Marcus Sörensen,LW/RW,FW,0,0.0,0
Colton Sissons (C/RW),Nashville Predators,75,15,15,30,0.40,23,20,https://www.eliteprospects.com/player/48393/colton-sissons,2018-19,nhl,Colton Sissons,C/RW,FW,0,0.0,0
Radek Faksa (C),Dallas Stars,81,15,15,30,0.37,54,-3,https://www.eliteprospects.com/player/98300/radek-faksa,2018-19,nhl,Radek Faksa,C,FW,0,0.0,0
Mathieu Perreault (C),Winnipeg Jets,82,15,15,30,0.37,44,-1,https://www.eliteprospects.com/player/10441/mathieu-perreault,2018-19,nhl,Mathieu Perreault,C,FW,Mathieu Perreault,6.0,1
Marcus Johansson (C/LW),totals,58,13,17,30,0.52,8,-16,https://www.eliteprospects.com/player/6225/marcus-johansson,2018-19,nhl,Marcus Johansson,C/LW,FW,0,0.0,0
Nate Schmidt (D),Vegas Golden Knights,61,9,21,30,0.49,8,22,https://www.eliteprospects.com/player/38039/nate-schmidt,2018-19,nhl,Nate Schmidt,D,DEF,0,0.0,0
Tony DeAngelo (D),New York Rangers,61,4,26,30,0.49,77,6,https://www.eliteprospects.com/player/89818/tony-deangelo,2018-19,nhl,Tony DeAngelo,D,DEF,0,0.0,0
Will Butcher (D),New Jersey Devils,78,4,26,30,0.38,18,-17,https://www.eliteprospects.com/player/97590/will-butcher,2018-19,nhl,Will Butcher,D,DEF,0,0.0,0
Jake Gardiner (D),Toronto Maple Leafs,62,3,27,30,0.48,26,19,https://www.eliteprospects.com/player/18592/jake-gardiner,2018-19,nhl,Jake Gardiner,D,DEF,0,0.0,0
Kyle Okposo (RW/C),Buffalo Sabres,78,14,15,29,0.37,41,-9,https://www.eliteprospects.com/player/10458/kyle-okposo,2018-19,nhl,Kyle Okposo,RW/C,FW,Kyle Okposo,10.0,1
Brandon Tanev (LW/RW),Winnipeg Jets,80,14,15,29,0.36,41,9,https://www.eliteprospects.com/player/96475/brandon-tanev,2018-19,nhl,Brandon Tanev,LW/RW,FW,0,0.0,0
Loui Eriksson (LW/RW),Vancouver Canucks,81,11,18,29,0.36,22,-11,https://www.eliteprospects.com/player/683/loui-eriksson,2018-19,nhl,Loui Eriksson,LW/RW,FW,0,0.0,0
Devin Shore (C),totals,76,10,19,29,0.38,13,-12,https://www.eliteprospects.com/player/149937/devin-shore,2018-19,nhl,Devin Shore,C,FW,0,0.0,0
Evan Rodrigues (C/W),Buffalo Sabres,74,9,20,29,0.39,25,-7,https://www.eliteprospects.com/player/62525/evan-rodrigues,2018-19,nhl,Evan Rodrigues,C/W,FW,0,0.0,0
Mikko Koivu (C),Minnesota Wild,48,8,21,29,0.60,22,-2,https://www.eliteprospects.com/player/2696/mikko-koivu,2018-19,nhl,Mikko Koivu,C,FW,0,0.0,0
Connor Brown (RW),Toronto Maple Leafs,82,8,21,29,0.35,16,11,https://www.eliteprospects.com/player/97341/connor-brown,2018-19,nhl,Connor Brown,RW,FW,0,0.0,0
Brett Pesce (D),Carolina Hurricanes,73,7,22,29,0.40,24,35,https://www.eliteprospects.com/player/121869/brett-pesce,2018-19,nhl,Brett Pesce,D,DEF,0,0.0,0
Colin Miller (D),Vegas Golden Knights,65,3,26,29,0.45,44,0,https://www.eliteprospects.com/player/61228/colin-miller,2018-19,nhl,Colin Miller,D,DEF,0,0.0,0
Dmitri Orlov (D),Washington Capitals,82,3,26,29,0.35,33,3,https://www.eliteprospects.com/player/17758/dmitri-orlov,2018-19,nhl,Dmitri Orlov,D,DEF,0,0.0,0
Ryan Murray (D),Columbus Blue Jackets,56,1,28,29,0.52,10,20,https://www.eliteprospects.com/player/41768/ryan-murray,2018-19,nhl,Ryan Murray,D,DEF,0,0.0,0
Anthony Beauvillier (LW/C),New York Islanders,81,18,10,28,0.35,8,1,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2018-19,nhl,Anthony Beauvillier,LW/C,FW,0,0.0,0
Adrian Kempe (C/W),Los Angeles Kings,81,12,16,28,0.35,50,-10,https://www.eliteprospects.com/player/86313/adrian-kempe,2018-19,nhl,Adrian Kempe,C/W,FW,0,0.0,0
Jordan Staal (C),Carolina Hurricanes,50,11,17,28,0.56,26,6,https://www.eliteprospects.com/player/10157/jordan-staal,2018-19,nhl,Jordan Staal,C,FW,0,0.0,0
Pat Maroon (LW),St. Louis Blues,74,10,18,28,0.38,64,-3,https://www.eliteprospects.com/player/12063/pat-maroon,2018-19,nhl,Pat Maroon,LW,FW,0,0.0,0
Colton Parayko (D),St. Louis Blues,80,10,18,28,0.35,15,20,https://www.eliteprospects.com/player/89411/colton-parayko,2018-19,nhl,Colton Parayko,D,DEF,0,0.0,0
Lucas Wallmark (C),Carolina Hurricanes,81,10,18,28,0.35,36,-8,https://www.eliteprospects.com/player/39022/lucas-wallmark,2018-19,nhl,Lucas Wallmark,C,FW,0,0.0,0
